Block Lot,Address,Planning Neighborhood,Best Stat,Best Date,building_type_id,Units,Planning Project Description,DBI Project Description,Zoning_Generalized,Zoning_Simplified,TAZ,Total GSF (Commercial),Office,"Cult, Inst, Educ",Medical,"Prod, Dist, Rep","Ret, Ent",Visitor,Planning ID,DBI Permit,Planning Filed,DBI Filed,HEIGHTLIMIT,ZONING,FirstFiled,Longitude,Latitude,ObjectID,LANDUSE,EntitlementStatus,sort,ACTION_SEQ,Net Added Units,Net Added SF,"Net Cult, Inst, Educ",Net Medical,Net Office,"Net Prod, Dist, Rep","Net Ret, Ent",Net Visitor,TempSelect,SiteArea,BLOCK,LOT,PARKING,PARKINGNET,SUPDIST,Sponsor Firm,Sponsor Name,CONTACTPHONE,FULLNAME,CONTACTCITY,CONTACTADD
3641076,930 Shotwell St,Mission,PL Filed,12-Jul-12,0,2,"Construct new 3 stroy + garage/bassement, 2 unit residential building","TO ERECT 4 STORIES, 2 UNITS DUPLEX BUILDING.",Residential,RH-2,633,0,,,,,,,2012.0885,201206112282,12-Jul-12,11-Jun-12,40-X,RH-2,11-Jun-12,-122.415341,37.7530549,4454,Resident,0,Planning Filed,6,2,0,,,,,,,,0,3641,76,,,,,Neil McGranaghan,415-424-8695,Neil McGranaghan 415-424-8695,"SF, CA 94110",926B Shotwell Street
3784015,603 7th Street,WSoMa,PL Filed,26-Apr-12,0,,"Demolish existing structure adn construct new 5,500sf or retail space.\",,Industrial,SLI,616,6500,,,,,6500,,2012.0559,,26-Apr-12,,50-X,SLI,26-Apr-12,-122.402848,37.773029,4455,Retail/Ent,0,Planning Filed,2,,4666,,,,,4666,,,0,3784,15,,,,Bacciocco Enterprises,Dayna Desmond,747-8591,Dayna Desmond 747-8591,"Kentfield, CA  94904",803 College Avenue
3949001,901 16th Street/1200 17th Street,Showpl/Potrero,PL Filed,4-Apr-12,0,200,"The proposed project will demolish metal warehouses and temporary office buildings; preserve and rehabilitate brick office building; lot line adjustment to create two lots, construct approximately 200 residential units in 4-story building on 17th Street; ",,Mixed Use,UMU,754,175513,148613,,,0,26900,,2011.13,,4-Apr-12,,68-X,UMU,4-Apr-12,-122.395421,37.765578,4456,Mixres,0,Planning Filed,2,200,66013,,,144113,-105000,26900,,,0,3949,1,,,,"Kaiser  Foundation H. Plan, Inc.",Attn: Indrajit Obeysekere,510-271-5564,Attn: Indrajit Obeysekere 510-271-5564,"Oakland, CA  94612",One Kaiser Plaza
4095018,896 De Haro St,Showpl/Potrero,BP Filed,24-Apr-12,0,2,,"ERECT 4 STORIES, TYPE 5, 2 DWELLING UNITS BUILDING.",Residential,RH-2,644,0,,,,,,,,201204249018,,24-Apr-12,40-X,RH-2,24-Apr-12,-122.401259,37.758353,4457,Resident,0,BP Filed,6,2,0,,,,,,,,0,4095,18,,,,,,,,,
4172006,2538 03rd St,Central Waterfront,PL Approved,26-Oct-12,0,1,Variance request to section 134 ,,Mixed Use,NCT-2,741,0,,,,0,,,2012.082,,28-Jun-12,,45-X,NCT-2,28-Jun-12,-122.3884388,37.7573928,4458,Resident,-1,PL Approved,5,1,-2051,,,,-2051,,,,0,4172,6,,,,Lundberg Design,Lev Bereznycky,415-601-1578,Lev Bereznycky 415-601-1578,"San Francisco, CA  94131",158 Randall street
5426031,2075 Bancroft Av,Other S Bayshore,PL Filed,19-Apr-12,0,3,Demo existing single family home and replace with three new single family homes.,,Residential,RH-1,668,0,,,,,,,2012.0516,,19-Apr-12,,40-X,RH-1,19-Apr-12,-122.401846,37.7304249,4459,Resident,0,Planning Filed,2,2,0,,,,,,,,0,5426,31,,,,,Johanna Street,415.287.4143,Johanna Street 415.287.4143,"San Francisco, CA 94122",1423 15th Avenue
6527019,1069 Capp St,Mission,BP Filed,6-Jul-12,0,2,"Variance to the Rear Yard Requirement (134), Exposure (140), Exposure of the open space (135) and required mimimum dwelling unit mix (207.6).","TO ERECT 2-STORY, TYPE V, 2 UNITS RESIDENTIAL BUILDING.",Residential,RTO,638,0,,,,,,,2012.0669,201207064206,24-May-12,6-Jul-12,40-X,RTO-Mission,24-May-12,-122.4170629,37.7495703,4460,Resident,0,BP Filed,6,2,0,,,,,,,,0,6527,19,,,,Boor Bridges Architecture,Bonnie Bridges,415-241-7161,Bonnie Bridges 415-241-7161,"SF, CA 94103",1686 15th St
6593022,1513-1517 Church St,Central,PL Filed,28-Jun-12,0,2,Variance request to the rear yard requirement and for off-street parking.,,Mixed Use,NC-1,470,1671,,,,,1671,,2012.0824,,28-Jun-12,,40-X,NC-1,28-Jun-12,-122.4269532,37.746568,4461,Mixres,0,Planning Filed,2,1,716,,,,,716,,,0,6593,22,,,,,Gang Wu Cheung,415-637-2234,Gang Wu Cheung 415-637-2234,"San Francisco, CA 94107",1109 Tennessee Street
0473015A,1265 Bay St,Marina,BP Filed,24-Apr-12,0,3,,ADD (N) 3RD UNIT AT (E) UNOCCUPIED 1ST FL AREA & ADDING A REAR HORIZONAL ADDITION AT LIVING & DINING,Residential,RM-1,172,0,,,,,,,,201204249016,,24-Apr-12,40-X,RM-1,24-Apr-12,-122.4278949,37.8038411,4466,Resident,0,BP Filed,6,1,0,,,,,,,,0,473,015A,,,,,,,,,
1150007,809 Lyon St,Western Addition,BP Filed,15-Jun-12,0,3,,COMPLY WITH  N.O.V.#201288233. Legalize 3rd. unit @ ground floor.,Residential,RH-3,297,0,,,,,,,,201206152694,,15-Jun-12,40-X,RH-3,15-Jun-12,-122.4435763,37.7784642,4467,Resident,0,BP Filed,6,1,0,,,,,,,,0,1150,7,,,,,,,,,
1466026,474 35th Av,Richmond,BP Filed,11-Jun-12,0,2,,"CONVT 2 STY,FR 1 TO 2 UNITS.INCR BTHRM SIZE TO FULL BATH.RELOC WASHER/DRYER.CONVT(E)LAUNDRY RM TO KI",Residential,RH-2,259,0,,,,,,,,201206112312,,11-Jun-12,40-X,RH-2,11-Jun-12,-122.495162,37.780161,4468,Resident,0,BP Filed,6,1,0,,,,,,,,0,1466,26,,,,,,,,,
1659030,764 17th Av,Richmond,BP Filed,5-Apr-12,0,2,,CONSTRUCT 3-STORY REAR HORIZONTAL ADDITION FOR NEW LIVING SPACE W/ 2-LEVEL DECK. CONVERT (E) SINGLE ,Residential,RH-2,279,0,,,,,,,,201204057595,,5-Apr-12,40-X,RH-2,5-Apr-12,-122.475344,37.773671,4469,Resident,0,BP Filed,6,1,0,,,,,,,,0,1659,30,,,,,,,,,
1686016,875 43rd Av,Richmond,CONSTRUCTION,9-Oct-12,0,2,,ADD SECOND DWELLING UNIT TO 1ST FLOOR BY CONVERTING EXISTING WORKSHIP/STORAGE SPACE TO HABITABLE SPA,Residential,RH-2,265,0,,,,,,,,201205049836,,4-May-12,40-X,RH-2,4-May-12,-122.503838,37.77218,4470,Resident,-1,Construction,13,1,0,,,,,,,,0,1686,16,,,,,,,,,
2700012,4546 19th St,Central,BP Filed,25-Jun-12,0,2,,HORIZONTAL & VERTICAL ADDITIONS. ADD 2ND UNIT. ADD ROOF DECK. RENOVATION AND STRUCTURAL UPGRADE.,Residential,RH-2,519,0,,,,,,,,201206253387,,25-Jun-12,40-X,RH-2,25-Jun-12,-122.440055,37.759228,4471,Resident,0,BP Filed,6,1,0,,,,,,,,0,2700,12,,,,,,,,,
3705039,55 05th St,Downtown,BP APPROVED,26-Oct-12,0,116,,"ADDITION OF 8 GUEST ROOMS, CREATING A LIGHT WELL & RENOVATION OF GUEST RESTROOMS FOR ADA UPGRADES & ",Commercial,C-3-R,575,0,,,,,,,,201206202986,,20-Jun-12,90-X/160-S,C-3-R,20-Jun-12,-122.4071854,37.7834608,4473,Resident,-1,BP Approved/Issued/Re-Instated,9,8,0,,,,,,,,0,3705,39,,,,,,,,,
4013007,526 Utah St,Showpl/Potrero,BP Filed,22-May-12,0,2,,"REAR YARD ADDITION, DORMER ADDITION W/ BATH & CLOSET FLOOR 3. EXTERIOR STAIRCASE FROM FLOOR 3 TO REAR YARD. NEW KITCHEN, BATH, DECK FLOOR 2. (N) 2ND UNIT ON BOTTOM 2 FLOORS W/ KITCHEN, 2 BATHS, & 2 BEDROOMS.",Residential,RH-2,623,0,,,,,,,,201205220992,,22-May-12,40-X,RH-2,22-May-12,-122.406563,37.762682,4474,Resident,0,BP Filed,6,1,0,,,,,,,,0,4013,7,,,,,,,,,
4264007,1368 Utah St,Showpl/Potrero,BP Filed,9-May-12,0,3,,ADD 1 DWELLING UNIT. NEW REAR BUILDING WALL. VERTICAL & HORIZONTAL ADDITION. NO CHANGE TO FRON (EAST,Residential,RH-3,642,0,,,,,,,,201205090138,,9-May-12,40-X,RH-3,9-May-12,-122.4052431,37.7521714,4475,Resident,0,BP Filed,6,1,0,,,,,,,,0,4264,7,,,,,,,,,
5518023,28 Precita Av,Bernal Heights,BP ISSUED,23-Oct-12,0,2,,"CHANGE OF USE FROM COMMERCIAL TO RESIDENTIAL. INTERIOR REMODEL OF BATHROOM, ADDITION OF KITCHEN & ME",Residential,RH-2,721,0,,,,,,,,201206203050,,20-Jun-12,40-X,RH-2,20-Jun-12,-122.418489,37.746472,4476,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,,0,5518,23,,,,,,,,,
6566027,1411 Church St,Central,BP Filed,4-Jun-12,0,2,,ADD NEW DWELLING UNIT AT GROUND FLOOR. INTERIOR REMODEL AT 2ND FLOOR REAR. ADD NEW BATH & RECONFIGUR,Residential,RH-2,475,0,,,,,,,,201206041789,,4-Jun-12,40-X,RH-2,4-Jun-12,-122.42679,37.748255,4479,Resident,0,BP Filed,6,1,0,,,,,,,,0,6566,27,,,,,,,,,
7107023,188 Broad St,"Ingleside, Other",BP Filed,3-May-12,0,2,,"NEW RESIDENTIAL UNIT TO BE ADDED @  GROUND FLOOR PER PLAN WITH 3 BEDROOMS, 3 BATHROOMS. 1 KITCHEN & ",Residential,RH-2,426,0,,,,,,,,201205039740,,3-May-12,40-X,RH-2,3-May-12,-122.4586214,37.7132988,4480,Resident,0,BP Filed,6,1,0,,,,,,,,0,7107,23,,,,,,,,,
634006,33 Perine Pl/2526 California Street,Western Addition,PL Filed,19-Jun-12,0,4,Demo. of existing one story commercial bldg. and new construction of two separate two unit bldgs.,,Neighborhood Commercial,FILLMORE,194,0,,,,,,,2012.0759,,19-Jun-12,,40-X,FILLMORE,19-Jun-12,-122.4360905,37.7886224,4481,Resident,0,Planning Filed,2,4,0,,,,,,,,0,634,6,,,,Sternberg Benjamin Architects,David Sternberg,882-9783 x11,David Sternberg 882-9783 x11,"San Francisco, CA  94103",1331 Harrison Street
811002,101 Polk St,Downtown,PL Filed,13-Apr-12,0,163,"The proposed project is the construction of a 14 story, 163 unit residential building with 52 subgrade parking spaces on an existing surface parking lot.",,Commercial,C-3-G,552,523,,,,,523,,2011.0702,,13-Apr-12,,120-X,C-3-G,13-Apr-12,-122.4179975,37.7775399,4482,Mixres,0,Planning Filed,2,163,523,,,,,523,,,0,811,2,,,,"Emerald Fund, Inc.","Emerald Fund, Inc.",777-2914,"Emerald Fund, Inc. 777-2914","San Francisco, CA  94105","532 Folsom Street, Suite 400"
818002,431 Octavia St,Market Octavia,PL Filed,27-Jun-12,0,19,Convert existing garage spaces at ground floor to residential units.,,Neighborhood Commercial,HAYES NCT,535,0,,,,,,,2012.0809,,27-Jun-12,,50-X,HAYES NCT,27-Jun-12,-122.4247466,37.7760868,4483,Resident,0,Planning Filed,2,4,0,,,,,,,,0,818,2,,,,Selander Architects,Ernie Selander,415-385-4339,Ernie Selander 415-385-4339,"San Francisco, CA 94124","2095 Jerrold, Suite 319"
0857001A,218 Buchanan St,Market Octavia,BP Filed,5-Sep-12,0,191,,"BLDG 2 - ERECT 6 STORY, 2 BASEMENT, 191 DWELLING UNITS, TYPE 1A, NEW BUILDING. (AKA: 68, 88 HERMAN STREET AND 155 LAGUNA STREET).",Public,P,531,0,,,,,,,2004.0773,201209059006,,5-Sep-12,40-X,P,5-Sep-12,-122.426279,37.77235,4521,Resident,0,BP Filed,6,191,0,,,,,,,,0,870,3,,,,AF Evans,Ruthy  Bennett,510.267.4679,Ruthy  Bennett 510.267.4679,"Oakland, CA  94607","1000 Broadway, Suite 300"
340002,19-25 Mason St & 2-16 Turk St,Downtown,PL Filed,14-Aug-12,0,110,"Development of the two adjoining parking lots on either side of The Metropolis Hotel. The Metropolis will stay in place and continue as a hotel. The schematic design is to replace the existing surface parking lot with a residential development, including ",,Commercial,C-3-G,558,2955,,,,,2955,,2012.0678,,14-Aug-12,,120-X,C-3-G,14-Aug-12,-122.4091452,37.783439,4484,Mixres,0,Planning Filed,2,110,2955,,,,,2955,,,0,340,2,,,,Reuben & Junius LLP,John Kevlin,415.567.9000,John Kevlin 415.567.9000,"San Francisco, CA 94104","1 Bush Street, Ste 600"
0346003A,101 Hyde St,Downtown,PL Approved,,0,85,The existing post office is scheduled for closure.  The proposed development would demolish the existing one-story building (built in 1960) and rebuild ground floor retail with residential units above.,,Commercial,C-3-G,551,6314,,,,,6314,,2012.0086,,15-Aug-12,,80-X,C-3-G,15-Aug-12,-122.415897,37.781804,4485,Mixres,-1,PL Approved,3,85,-1191,,,,,-1191,,,0,346,003A,15,,,,Albert Costa,415.986.0101,Albert Costa 415.986.0101,"San Francisco, CA 94111","1620 Montgomery Street, Suite 320"
351001,1100 Market St,Downtown,PL Filed,18-Sep-12,0,,Renovation of existing Hotel - interior renovation and top floor addition,,Commercial,C-3-G,556,81015,,,,,12209,68806,2012.1123,,18-Sep-12,,120-X,C-3-G,18-Sep-12,-122.4125528,37.7807074,4486,Visitor,0,Planning Filed,2,0,1440,,,,,3026,-1586,,0,351,1,,,,Reuben & Junius,Daniel Frattin,415 567 9000,Daniel Frattin 415 567 9000,"San Francisco, CA  94104","1 Bush Street, Suite 600"
2778013,851 Corbett Av,Central,BP Filed,26-Sep-12,0,2,Remodel single family home and change it to a 2 unit building with a 2 car garage and new top floor.,TO COMPLY WITH NOV# 200344379 & 200883155. VERTICAL EXTENSION TO (E) 3 STORY SINGLE FAMILY RESIDENCE,Residential,RM-1,510,0,,,,,,,2012.1131,201209260662,30-Aug-12,26-Sep-12,40-X,RM-1,30-Aug-12,-122.4434096,37.7531749,4491,Resident,0,BP Filed,6,1,0,,,,,,,,0,2778,13,,,,Apparatus Architecture,Michael Baushke,415-703-0904,Michael Baushke 415-703-0904,"San Francisco, CA 94102",357 Grove Street
3533001,101-109 Duboce Avenue,Market Octavia,BP Filed,28-Aug-12,0,7,Variance request to reconstruct residential/commercial structure with an additional story in height requiring a variance to the rear yard and open space requirements,4TH FLOOR VERTICAL ADDITION OF 2 DWELLING UNITS.,Mixed Use,NCT-3,540,1670,,,,,1670,,2012.1072,201208288439,17-Aug-12,28-Aug-12,50-X,NCT-3,17-Aug-12,-122.4226758,37.7697405,4492,Mixres,0,BP Filed,6,2,0,,,,,0,,,0,3533,1,,,,,Fuad Ateyeh,415-990-2500,Fuad Ateyeh 415-990-2500,"South San Francisco, CA 94080",6 Baypark Circle
3651017,3820 24th Street,Central,BP Filed,26-Jul-12,0,4,New construction of a five-story mixed-use building.  Rear Yard Variance,ERECT 4-STORY TYPE V RESIDENTIAL OVER 1 COMMERCIAL BLDG.,Neighborhood Commercial,24TH-NOE,499,3030,3030,,,,,,2012.0923,201207265893,19-Jul-12,26-Jul-12,40-X,24TH-NOE,19-Jul-12,-122.427988,37.751907,4493,Mixres,-1,BP Filed,6,4,3030,,,3030,,,,,0,3651,17,,,,SIA Consutlting,Reza Khoshnevisan,922-0200,Reza Khoshnevisan 922-0200,"San Francisco, CA  94103",1256 Howard Street
1464013B,470 33rd Av,Richmond,BP Filed,27-Jul-12,0,2,,"AT FIRST FLOOR. CONVERT (E) FLOOR SPACE TO A NEW DWELLING UNIT W/NEW KITCHEN, BATH, LIVING AND BEDRO",Residential,RH-2,253,0,,,,,,,,201207275924,,27-Jul-12,40-X,RH-2,27-Jul-12,-122.493024,37.780327,4507,Resident,0,BP Filed,6,1,0,,,,,,,,0,1464,013B,,,,,,,,,
2654031,31 Uranus Tr,Central,BP Filed,29-Aug-12,0,2,,"REVISION TO PA#2009/08/21/5271. CONVERT (E) 4 STORY S.F.R TO (2) 2 STORY RES'D, CONSTRUCT 1 HR. CORR",Residential,RH-2,520,0,,,,,,,,201208298556,,29-Aug-12,40-X,RH-2,29-Aug-12,-122.445239,37.761415,4508,Resident,0,BP Filed,6,1,0,,,,,,,,0,2654,31,,,,,,,,,
3576076,80 Sycamore St,Mission,BP Filed,2-Aug-12,0,3,,Add/legalize (n) 3rd. unit @ ground floor to existing tow units building.,Residential,RTO,613,0,,,,,,,,201208026449,,2-Aug-12,45-X,RTO-Mission,2-Aug-12,-122.4211348,37.7626074,4509,Resident,0,BP Filed,6,1,0,,,,,,,,0,3576,76,,,,,,,,,
3730009,280 07th St,WSoMa,PL Filed,11-Sep-12,0,2,"Demolish existing one and two story buildings to construct a new three-story building. On the 7th St (east) side: bar/nightclub on the first and mezzanine levels, restaurant on the second level, and arts activity on the third level. On the Langton St (wes",,Industrial,SLR,603,9735,355,,,,4690,,2012.0356,,11-Sep-12,,50-X,SLR,11-Sep-12,-122.408527,37.776817,4510,Mixres,0,Planning Filed,2,2,8582,,,-183,,4075,,,0,3730,9,,,,,Suchitra Hutachinda,731-9373,Suchitra Hutachinda 731-9373,"San Francisco, CA  94114",2369 Market Street
829023,526 Hickory St,Western Addition,BP Filed,20-Sep-12,0,1,,"TO ERECT 4 STORIES WITH BASEMENT, SINGLE FAMILY DWELLING.",Residential,RH-3,532,0,,,,,,,,201209200264,,20-Sep-12,40-X,RH-3,20-Sep-12,-122.4282742,37.7747819,4515,Resident,0,BP Filed,6,1,0,,,,,,,,0,829,23,,,,,,,,,
869007,127 Buchanan St,Market Octavia,BP Filed,7-Aug-12,0,4,,"TO ERECT 4 STORIES, 4 UNITS RESIDENTIAL BUILDING.",Residential,RTO,531,0,,,,,,,,201208076803,,7-Aug-12,40-X,RTO,7-Aug-12,-122.427208,37.770984,4516,Resident,0,BP Filed,6,4,0,,,,,,,,0,869,7,,,,,,,,,
870003,100 Buchanan St,Market Octavia,BP Filed,5-Sep-12,0,116,,"BLDG 1 - ERECT 4 STORY, 2 BASEMENT, 116 DWELLING UNITS, TYPE 1A, NEW BUILDING. (AKA: 120, 188, 200 B",Public,P,531,0,,,,,,,2004.0773,201209059005,,5-Sep-12,50-X,P/NC-3,5-Sep-12,-122.4267431,37.7708569,4517,Resident,0,BP Filed,6,116,0,,,,,,,,0,870,3,,,,AF Evans,Ruthy  Bennett,510.267.4679,Ruthy  Bennett 510.267.4679,"Oakland, CA  94607","1000 Broadway, Suite 300"
937028,"2419, 2421 & 2435 Lombard St",Marina,BP Filed,13-Apr-12,0,11,"Merge 3 lots and convert it to 4 stories condominium bldg. with 12 units and ground floor commercial.  Demolition of existing bldgs. on 3 lots (including one -1 story commercial/residential house, one - 2 stories bldg. with first floor commercial and seco","MERGE 3 LOTS TO CONVERT TO 4 STORIES CONDO BLDG WITH 11 RESIDENTIAL UNITS, (10)2 BEDROOMS,2 BATH, (1",Mixed Use,NC-3,182,1012,,,,,1012,,2011.0924,201204138282,17-Jul-12,13-Apr-12,40-X,NC-3,13-Apr-12,-122.441503,37.798861,4518,Mixres,0,BP Filed,6,8,-3788,,,,,-3788,,,0,937,28,,,,,Kevin Wong,646-5634,Kevin Wong 646-5634,"San Francisco, CA  94103",260 - 5th Street
5253001,1601 Galvez Av,Other S Bayshore,BP Filed,11-Sep-12,0,0,,"TO ERECT 2 STORIES, TYPE 3, WAREHOUSE/OFFICE NEW BUILDING.",Industrial,PDR-1-B,662,7200,,,,7200,,,,201209119461,,11-Sep-12,40-X,PDR-1-B,11-Sep-12,-122.3880638,37.7406978,4519,PDR,0,BP Filed,6,0,3600,,,,3600,,,,0,5253,1,,,,,,,,,
1088022,758 Spruce St,Western Addition,BP Filed,24-Jul-12,0,2,Convert a 2-story single family dwelling to a 2-unit dwelling with a 2 story vertical additions,3RD + 4TH FLOOR ADDITION. INTERIOR REMODEL. CONVERT SINGLE FAMILY HOME INTO TWO UNIT BUILDING. FIRE ,Residential,RH-3,235,0,,,,,,,2012.1209,201207245587,21-Sep-12,24-Jul-12,40-X,RH-3,24-Jul-12,-122.452699,37.780951,4487,Resident,0,BP Filed,6,1,0,,,,,,,,0,1088,22,,,,Gabriel Ng and Associates,Jeremy  Schaub,682-8060x103,Jeremy  Schaub 682-8060x103,"San Francisco,  CA  94122","1360 9th Ave, #210"
1183010,601 Broderick St,Western Addition,PL Filed,10-Jul-12,0,1,"Change of use, converting from church to single family dwelling with interior remodeling.",,Residential,RM-1,299,0,,,,,,,2012.0871,,10-Jul-12,,40-X,RM-1,10-Jul-12,-122.439975,37.775837,4488,Resident,0,Planning Filed,2,1,-4085,-4085,,,,,,,0,1183,10,,,,,Roman Rettner,415.867.2181,Roman Rettner 415.867.2181,"San Francisco, CA 94127",120 Manor Drive
1332049,126 27th Av,Richmond,PL Filed,14-Aug-12,0,2,Building single family cottage in the required rear yard,,Residential,RH-1,255,0,,,,,,,2012.1056,,14-Aug-12,,40-X,RH-1,14-Aug-12,-122.487055,37.7869389,4489,Resident,0,Planning Filed,2,1,0,,,,,,,,0,1332,49,,,,Town Consulting Inc.,Tony Kim,415-246-8855,Tony Kim 415-246-8855,"San Francisco, CA  94118","100 Clement Street, 3rd Floor"
3753079,363 06th St,East SoMa,PL Approved,,0,87,Remove existing 2-story commercial building and construct a new 9-story mixed-use building.,,Mixed Use,MUR,599,2226,,,,0,2226,,2011.0586,,12-Jul-12,,85-X,MUR,12-Jul-12,-122.4046974,37.7779514,4495,Mixres,-1,PL Approved,3,87,-10170,,,,-12396,2226,,,0,3753,79,12,,,Tannerhecht Architecture,David  Hecht,979-1500,David  Hecht 979-1500,"San Francisco, CA  94103",1151 Mission Street
3774026,270 Brannan St,East SoMa,PL Filed,28-Aug-12,0,,"Demolition of existing building on lot and construction of a new six-story commercial office building containing approximately 189,000 square feet of office uses and an approximately 13,000 square foot sub-grade parking garage containing 16 off-street par",,Mixed Use,MUO,648,171650,171650,,,,,,2012.0799,,28-Aug-12,,65-X,MUO,28-Aug-12,-122.3917304,37.7829347,4496,MIPS,0,Planning Filed,2,,154300,,,154300,,,,,0,3774,26,,,,"South Beach Partners, LLC",c/o John Ramsbacher,408-293-3616,c/o John Ramsbacher 408-293-3616,"San Jose, CA 95113","125 S. Market Street, Suite1250"
4022022,685 Florida St,Mission,BP Filed,20-Sep-12,0,4,,"ERECT 6 STORIES, TYPE 3, 4 RESIDENTIAL APTS BUILDING.",Mixed Use,UMU,615,0,,,,,,,,201209200274,,20-Sep-12,68-X,UMU,20-Sep-12,-122.410678,37.760708,4497,Resident,0,BP Filed,6,4,0,,,,,,,,0,4022,22,,,,,,,,,
5963042,35 La Grande Av,"South Central, Other",BP Filed,20-Jul-12,0,1,,"ERECT 3 STORIES, TYPE 5, SINGLE FAMILY DWELLING BUILDING.",Residential,RH-1,688,0,,,,,,,,201207205437,,20-Jul-12,40-X,RH-1,20-Jul-12,-122.4237286,37.7246753,4498,Resident,0,BP Filed,6,1,0,,,,,,,,0,5963,42,,,,,,,,,
6472007,850 Brunswick St,"South Central, Other",BP Filed,29-Aug-12,0,1,,ERECT 2-STORY TYPE V SINGLE FAMILY DWELLING BUILDING,Residential,RH-1,436,0,,,,,,,,201208298537,,29-Aug-12,40-X,RH-1,29-Aug-12,-122.451291,37.708404,4499,Resident,0,BP Filed,6,1,0,,,,,,,,0,6472,7,,,,,,,,,
6604011,538 28th St,Central,BP Filed,19-Sep-12,0,1,,"TO ERECT 3 STORIES WITH 1 BASEMENT, SINGLE FAMILY DWELLING.",Residential,RH-1,465,0,,,,,,,,201209190133,,19-Sep-12,40-X,RH-1,19-Sep-12,-122.434297,37.74509,4500,Resident,0,BP Filed,6,1,0,,,,,,,,0,6604,11,,,,,,,,,
6684022,233 Laidley St,Central,BP Filed,10-Aug-12,0,1,,"ERECT 4 STORIES, TYPE 5, SINGLE FAMILY RESIDENCE BUILDING.",Residential,RH-1,489,0,,,,,,,,201208107050,,10-Aug-12,40-X,RH-1,10-Aug-12,-122.427785,37.738309,4501,Resident,0,BP Filed,6,1,0,,,,,,,,0,6684,22,,,,,,,,,
6706053,1265 Bosworth St,"Ingleside, Other",BP Filed,10-Sep-12,0,1,,ERECT 2-STORY TYPE 5,Residential,RH-1,463,0,,,,,,,,201209109358,,10-Sep-12,40-X,RH-1,10-Sep-12,-122.442027,37.735694,4502,Resident,0,BP Filed,6,1,0,,,,,,,,0,6706,53,,,,,,,,,
7332005,700 Brotherhood Wy,"Ingleside, Other",BP Filed,11-Sep-12,0,11,,"Multiple Permits--201205220927, 201208278254, 201209119408, 201209119424, 201209119425, 201209119426, 201209119427, 201209119428, 201209119429",Residential,RM-1,412,0,,,,,,,,201209119424,,11-Sep-12,,,11-Sep-12,-122.4802656,37.7146102,4503,Resident,0,BP Filed,6,11,0,,,,,,,,0,7332,3,,,,,,,,,
226007,605 Kearny St,Northeast,BP Filed,10-Jul-12,0,2,,CHANGE OF USE FROM R3 (1 unit) to R3 (2 units).  (ref. 07/02/2012 email from planning dept.) Propose,Mixed Use,CCB,568,0,,,,,,,,201207104487,,10-Jul-12,50-N,CCB,10-Jul-12,-122.4047942,37.7937662,4504,Resident,0,BP Filed,6,1,0,,,,,,,,0,226,7,,,,,,,,,
0919007D,2135 Beach St,Marina,BP Filed,31-Aug-12,0,3,,"DIVIDE (E) LEGALLY CREATED DWELLING UNIT #2135 INTO (2) SEPARATE DWELLING UNITS, THEREBY CREATING A ",Residential,RH-3,166,0,,,,,,,,201208318724,,31-Aug-12,40-X,RH-3,31-Aug-12,-122.4442646,37.8036266,4505,Resident,0,BP Filed,6,1,0,,,,,,,,0,919,007D,,,,,,,,,
1449011,351 17th Av,Richmond,BP Filed,29-Aug-12,0,2,,CONVERT SINGLE FAMILY UNIT TO TWO FAMILY DWELLING UNITS FOOTPRINT OF BUILDING & ENVOLPE OF BUILDING ,Residential,RH-2,247,0,,,,,,,,201208298493,,29-Aug-12,40-X,RH-2,29-Aug-12,-122.476031,37.781358,4506,Resident,0,BP Filed,6,1,0,,,,,,,,0,1449,11,,,,,,,,,
3777045,598 Brannan Street,WSoMa,PL Filed,23-Aug-12,0,,"Proposes to demolish the existing two-story, 38,200 sq.ft. industrial building at the property and to construct a two-building office project at the site.  The buildings would be 160 feet in height, with 11 stories each.  The buildings would be completely",,Industrial,SLI,760,700456,700456,,,0,,,2012.064,,23-Aug-12,,50-X,SLI,23-Aug-12,-122.398847,37.777338,4511,MIPS,0,Planning Filed,2,,662256,,,692568,-30312,,,,0,3777,45,,,,The Hearst Corporation,The Hearst Corporation,777-0600,The Hearst Corporation 777-0600,"San Francisco, CA 94103","5 3rd Street, Suite 200"
4088030,817 York St,Mission,BP Filed,30-Aug-12,0,2,,CHANGE OF USE FOR SINGLE FAMILY TO 2 UNIT. DESIGNATION OF 2ND UNIT. NEW KITCHEN FOR UNIT. REF TO P/A,Residential,RH-2,630,0,,,,,,,,201208308682,,30-Aug-12,40-X,RH-2,30-Aug-12,-122.408463,37.758591,4512,Resident,0,BP Filed,6,1,0,,,,,,,,0,4088,30,,,,,,,,,
604015,2342 Washington St,Marina,BP Filed,15-Aug-12,0,1,,"TO ERECT 4 STORIES, SINGLE FAMILY BUILDING.",Residential,RH-2,192,0,,,,,,,,201208157477,,15-Aug-12,40-X,RH-2,15-Aug-12,-122.4318417,37.7919152,4513,Resident,0,BP Filed,6,1,0,,,,,,,,0,604,15,,,,,,,,,
