Block Lot,Address,Planning Neighborhood,Best Stat,Best Date,Units,Planning Project Description,DBI Project Description,Zoning_Generalized,Zoning_Simplified,TAZ,Total GSF (Commercial),Office,"Cult, Inst, Educ",Medical,"Prod, Dist, Rep","Ret, Ent",Visitor,Planning ID,DBI Permit,Planning Filed,DBI Filed,Expr1022,Expr1023,FirstFiled,Longitude,Latitude,ObjectID,Expr1028,LANDUSE,EntitlementStatus,sort,ACTION_SEQ,Net Added Units,Net Added SF,"Net Cult, Inst, Educ",Net Medical,Net Office,"Net Prod, Dist, Rep","Net Ret, Ent",Net Visitor,TempSelect,SiteArea,BLOCK,LOT,PARKING,PARKINGNET,ZONING,HEIGHTLIMIT
5918026,439 Bowdoin St,"South Central, Other",PL Approved,1/15/09,1,"Demolish existing accessory garage, create new lot, and construct new single-family home",,Residential,RH-1,70,0,,,,,,,2008.0005,,1/3/08,,40-X,RH-1,3-Jan-08,-122.412033,37.729966,2620,,Resident,-1,PL Approved,5,1,0,,,,,,,,5464,5918,26,,,RH-1,40-X
5334017,2158 Revere Av,"BVHP Area A,B",PL Approved,9/11/08,1,"Conditional use for substandard lot width. Transfering 6"" from lot 016 to new lot 017. New construction on lot 017.",,Residential,RH-1,408,0,,,,,,,2007.1142,,1/4/08,,40-X,RH-1,4-Jan-08,-122.40053,37.737703,2408,,Resident,-1,PL Approved,5,1,0,,,,,,,,5000,5334,16,,,RH-1,40-X
1684004L,806 42nd Av,Richmond,PL Approved,2/15/08,2,Add 2nd unit to 3rd floor of existing building. Remodel existing 2nd floor and garage floor.,"ADD 3/F NEW 2ND UNIT ADDITION, LEGALIZED EXISTING GROUND FLOOR ROOM & EXTENTION.",Residential,RH-2,576,0,,,,,,,2008.0079,2.00612E+11,1/16/08,,40-X,RH-2,16-Jan-08,-122.502354,37.773307,1072,,Resident,-1,PL Approved,10,1,0,,,,,,,,2416,1684,004L,,,RH-2,40-X
3732008,260 05th St,East SoMa,PL Approved,5/20/10,179,"215,300-gsf 9-story 151-u residential mixed use, 151 parking, in two bldgs, requiring CU and Variance, otherwise conforming to RSD; LEED GOLD. Demo warehouse. 0.7 ac site.
",,Mixed Use,MUR,628,"5,719",0,,,0,"5,719",,2007.069,,1/24/08,,85-X,MUR,24-Jan-08,-122.40402,37.780719,1871,,Mixres,-1,PL Approved,5,179,"-35,843",,,0,"-41,562","5,719",,,28415,3732,8,102,67,MUR,85-X
3732009,900 Folsom St,East SoMa,PL Approved,5/20/10,269,"396,000-gsf 9-story 300-u residential mixed use, 285 parking, in two bldgs, requiring CU and Variance, otherwise conforming to RSD; LEED GOLD. Remove surface parking, 2 billboards. 1.3 ac site.
",,Mixed Use,MUR,628,"6,340",,,,,"6,340",,2007.0689,,1/24/08,,85-X,MUR,24-Jan-08,-122.403606,37.780261,1872,,Mixres,-1,PL Approved,5,269,"6,340",,,,,"6,340",,,55925,3732,9,221,-36,MUR,85-X
345004,220 Golden Gate Av,Downtown,PL Approved,9/10/08,174,"The project is the rehabilitation and alteration of the Central YMCA, including the addition of a wellness center and retail space on the ground floor and170-180 units of supportive housing above.  ",,Commercial,C-3-G,302,"28,230","15,550","3,030",,,"9,650",,2007.098,,2/13/08,,80-X,C-3-G,13-Feb-08,-122.414253,37.781955,287,,Mixres,-1,PL Approved,5,172,"-30,690",0,,"-13,670",,"-17,020",,,18766,345,4,,,C-3-G,80-X
6208002,102 Teddy Av,"South Central, Other",PL Approved,3/22/08,2,Construct two singl;e-family dwellings on two parcels.,,Residential,RH-1,15,0,,,,,,,2008.0203,,2/21/08,,40-X,RH-1,21-Feb-08,-122.404642,37.714052,2727,,Resident,-1,PL Approved,3,1,0,,,,,,,,4406,6208,2,,,RH-1,40-X
3704071,949 Market Street,Downtown,PL Approved,11/8/10,0,"Section 309 Review Required with one exception (freight loading) request. Conditional Use Authorization request to exceed allowable accessory parking per Section 303, 157 and 158.  Variances requested per Section 102.11 to allow modification of gross floo",,Commercial,C-3-G,667,"367,000",0,,,,"367,000",,2008.0217,,2/22/08,,120-X,C-3-G,22-Feb-08,-122.409146,37.782982,1736,,Retail/Ent,-1,PL Approved,5,0,"237,300",,,"-74,700",,"312,000",,,45758,3704,71,240,,C-3-G,120-X
3722079,134-140 New Montgomery St,TB Combo,PL Approved,12/11/08,118,Section 309 Review and Request for one exception (freight loading). A variance from Section 155 is also required as the project sponsor proposes a porte cochere at the Natoma Street frontage. The project would convert the existing building from office to ,,Commercial,C-3-O,743,"5,160",0,,,,"5,160",,2007.1337,,2/22/08,,350-S,C-3-O,22-Feb-08,-122.399975,37.786889,1794,87,Mixres,-1,PL Approved,5,118,"-84,660",,,"-89,820",,"5,160",,87,42240,3722,79,,,C-3-O,350-S
6272030,4801 Mission St,"South Central, Other",PL Approved,7/25/08,6,Existing vacant lot proposed 6-unit mixed use building.,,Mixed Use,NC-3,39,"3,256",,,,,"3,256",,2008.0286,,3/5/08,,65-A,NC-3,5-Mar-08,-122.437166,37.72149,2750,,Mixres,-1,PL Approved,5,6,"3,256",,,,,"3,256",,,4341,6272,30,,,NC-3,65-A
6969001,5050 Mission St,"South Central, Other",PL Approved,8/14/08,61,"The proposed project would demolish the existing retail and auto repair shop and construct a 61-unit residential building, 8,000 sq. ft. of retail, and 82 parking spaces. The building would be 60 feet in height plus basement and would be approximately 113",,Mixed Use,NC-3,32,"8,000",,,,,"8,000",,2006.1213,,3/10/08,,65-A,NC-3,10-Mar-08,-122.440393,37.717564,2980,,Mixres,-1,PL Approved,5,61,"7,030",,,,,"7,030",,,25254,6969,1,82,82,NC-3,65-A
7098008,5640 Mission St,"South Central, Other",PL Approved,2/5/09,0,expand a church,,Mixed Use,NC-2,13,"5,959",,"5,959",,,,,2008.0367,,3/20/08,,40-X,NC-2,20-Mar-08,-122.447604,37.710978,3022,,CIE,-1,PL Approved,5,0,"3,866","3,866",,,,,,,5377,7098,8,,,NC-2,40-X
3639028,953 Treat Av,Mission,PL Approved,5/22/08,5,The project includes minor improvements to a single family dwelling and construction of a new warehouse building with four residential units above.  ,,Mixed Use,UMU,170,"1,150",,,,"1,150",,,2007.0981,,3/20/08,,40-X,UMU,20-Mar-08,-122.41303,37.754948,1709,,Mixres,-1,PL Approved,3,4,"1,150",,,,"1,150",,,,3698,3639,28,,,UMU,40-X
4624009,227 West Point Road,Other S Bayshore,PL Approved,12/10/08,668,"The proposed project would demolish the 267 affordable housing units in 50 buildings and construct about 668 affordable units, 6,400 sq. ft. of retail, 739 parking spaces in 66 buildings. Buildings would range from two to five-stories 20 to 50 feet in hei",,Residential,RM-1,446,"7,020",0,620,0,0,"6,400",0,2007.0168,,3/27/08,,40-X/65-X,RM-1,27-Mar-08,-122.379131,37.73508,2247,,Mixres,-1,PL Approved,5,349,620,620,0,0,0,0,0,,799013,4624,3,739,739,RM-1,40-X/65-X
323015,472 Ellis St,Downtown,PL Approved,12/12/08,151,Variances for off-street parking for zero spaces where 21 parking spaces would otherwise be required; and variance for open space for no usable open space where approx. 975 sq. ft. would otherwise be required.  Project is to convert 82 tourist hotel units,,Mixed Use,RC-4,702,0,,,,,,0,2008.0392,,4/2/08,,80-T,RC-4,2-Apr-08,-122.413931,37.784875,246,,Resident,-1,PL Approved,5,60,"-65,926",0,0,0,0,0,"-65,926",,18883,323,15,,,RC-4,80-T
5577002,384 Holladay Av,Bernal Heights,PL Approved,8/19/09,3,Develop single-family dwellings on each lot with two off-street parking spaces each. Downslope Lots.,,Residential,RH-1,465,0,,,,,,,2008.0409,,4/3/08,,40-X,RH-1,3-Apr-08,-122.406375,37.743781,2492,,Resident,-1,PL Approved,4,3,0,,,,,,,,5424,5577,2,,,RH-1,40-X
1895043,1600 Great Hy,Outer Sunset,PL Approved,7/10/08,0,Demolition and construction of a new nursery school/day care center.,,Residential,RH-2,172,"2,420",,"2,420",,,,,2008.0461,,4/17/08,,40-X,RH-2,17-Apr-08,-122.508733,37.756359,1189,,CIE,-1,PL Approved,3,0,527,527,0,0,0,0,0,,5900,1895,43,,,RH-2,40-X
8722001,300 16th St,Mission Bay,PL Approved,10/2/08,0,"New construction of a 332,395 square foot building with laboratory and office uses on blocks 29-32",,Commercial,MB-RA,929,"312,932","312,932",,,,,,2008.0484,,4/25/08,,MB-RA,MB-RA,25-Apr-08,-122.389264,37.766969,3149,,MIPS,-1,PL Approved,5,0,"312,932",,,"312,932",,,,,522185,8722,1,,,MB-RA,MB-RA
1052024,2655 Bush St,Western Addition,PL Approved,10/10/08,84,"Demolition of existing convalescent care facility and construction of 84 residential dwelling units and 4,500 sq. ft. of retail. Building would be 40' and 65' in height and would total 168,900 sq. ft. with 126 parking spaces. ",,Mixed Use,NC-3,715,"4,500",,,,,"4,500",,2005.1106,,4/29/08,,40-X/65-A,NC-3,29-Apr-08,-122.440927,37.785933,691,,Mixres,-1,PL Approved,5,84,"-40,617",0,"-45,117",0,0,"4,500",0,,33520,1052,24,126,126,NC-3,40-X/65-A
4218036,1321 De Haro St,Showpl/Potrero,PL Approved,7/16/09,3,"Dish existin 1200 sqft residence with no off-street parking and construct 3-unit 3100 sqft with 3 off-street parking spaces.
Rear Yard Variance
",,Residential,RH-3,152,0,,,,,,,2008.0505,,5/1/08,,40-X,RH-3,1-May-08,-122.400218,37.752861,2189,,Resident,-1,PL Approved,5,2,0,,,,,,,,3333,4218,36,3,2,RH-3,40-X
570010,1622 Broadway ,Marina,PL Approved,3/12/09,34,CU for 34 dwelling unit building,,Residential,RM-3,353,0,,,,,,,2008.0862,,7/22/08,,80-A,RM-3,22-Jul-08,-122.423903,37.795806,391,,Resident,-1,PL Approved,5,34,0,,,,,,,,13611,570,10,,,RM-3,80-A
4219004,1036 Wisconsin St,Showpl/Potrero,PL Approved,10/6/09,2,"Existing one-story single-family residence at 18-feet tall and 850 sqft with no off-street parking to be demolished. Proposed new 4-story, 2-unit residence at 40-feet tall and 3,765 sqft with 2 off-street parking spaces.",,Residential,RH-2,152,0,,,,,,,2008.087,,7/24/08,,40-X,RH-2,24-Jul-08,-122.398853,37.75444,2191,,Resident,-1,PL Approved,3,1,0,,,,,,,,2534,4219,4,,,RH-2,40-X
1466009,451 34th Av,Richmond,PL Approved,7/16/09,2,"Vertical and horizontal addition of a 2-story single-family residence. Proposed 3-story with basement, 2-unit resindetial building.",,Residential,RH-2,295,0,,,,,,,2008.0872,,7/24/08,,40-X,RH-2,24-Jul-08,-122.494603,37.780587,898,,Resident,-1,PL Approved,3,1,0,,,,,,,,3000,1466,9,,,RH-2,40-X
331010,168 Eddy St,Downtown,PL Approved,3/26/09,170,"100% Affordable housing, approx 170-u over 15,000 retail. TNDC.",,Mixed Use,RC-4,678,"15,000",,,,,"15,000",,2007.1342,,7/30/08,,80-130-T,RC-4,30-Jul-08,-122.410403,37.784369,261,,Mixres,-1,PL Approved,5,170,"15,000",,,,,"15,000",,,20870,331,10,0,-144,RC-4,80-130-T
1029003,2901 California St,Western Addition,PL Approved,6/16/09,0,"The proposed project would demolish the existing 40-foot tall 5,225 sf, three-unit residential building and construct a new three-story assembly and classroom wing consisting of 15,604 sf to the existing adjacent Drew School campus. The new building would",,Residential,RM-1,714,"42,074",0,"42,074",0,0,0,0,2007.0128,,8/5/08,,40-X,RM-1,5-Aug-08,-122.442235,37.787712,683,,CIE,-1,PL Approved,5,-3,"15,604","15,604",0,0,0,0,0,,17903,1029,3,21,0,RM-1,40-X
794015,746 Laguna St,Market Octavia,PL Approved,5/13/10,136,"Demolition of existing 2-story industrial and office bldgs. of 19,620 sf with 70 parking spaces.  Construct residential bldg. of 143 units with 21,945 sf of commercial space on the ground floor, and 165 parking spaces.  22 parking spaces will be at the gr",,Residential,RTO,268,"19,620","19,620",0,0,0,0,0,2005.1085,,8/29/08,,40-50-X,RTO,29-Aug-08,-122.426447,37.777818,539,,Mixres,-1,PL Approved,5,136,"2,325",0,0,"-19,620",0,"21,945",0,,44250,794,15,70,95,RTO,40-50-X
2979A021A,99 West Portal Av,Inner Sunset,PL Approved,5/14/09,0,Expansion of existing dental office to lower street level to provide access from West Portal Avenue.,,Mixed Use,NCD,109,"4,000","4,000",,,,,,2008.1161,,10/2/08,,26-X,WEST PORTAL,2-Oct-08,-122.466755,37.739766,1407,,MIPS,-1,PL Approved,5,0,"2,000",,,"2,000",,,,,3113,2979A,021A,,,WEST PORTAL,26-X
3703079,1036-1040 Mission St,Downtown,PL Approved,5/14/09,100,"100% Affordable residential mid-rise, 106-du, with ground-floor retail, approx 116,055-gsf total, on two lots, in one structure with two bldg two masses-- one 13-story, one 8-story --and two City Carshare spaces, on existing surface parking lot.",,Commercial,C-3-G,666,"1,256",,,,,"1,256",,2007.1464,,11/5/08,,120-X,C-3-G,5-Nov-08,-122.409685,37.780374,1370,,Mixres,-1,PL Approved,2,100,"1,256",,,,,"1,256",,,15129,3703,79,0,-80,C-3-G,120-X
4103036,605 Mississippi St,Showpl/Potrero,PL Approved,1/23/09,2,Addition/alteration of existing single-family residence to 2-unit residence.,,Residential,RH-2,520,0,,,,,,,2008.1307,,11/25/08,,40-X,RH-2,25-Nov-08,-122.394064,37.758824,2162,,Resident,-1,PL Approved,5,1,0,,,,,,,,2522,4103,36,,,RH-2,40-X
757025,1100 Golden Gate Av,Western Addition,PL Approved,12/18/08,297,"New construction of 5-story, 145-foot tall housing tower(s) with 98 affordable senior rental units",,Residential,RM-3,281,0,,,,,,,2008.1162,,12/11/08,,50-X,RM-3,11-Dec-08,-122.428767,37.780045,523,,Resident,-1,PL Approved,5,98,0,,,,,,,,102094,757,25,,,RM-3,50-X
5918029,419 Bowdoin St,"South Central, Other",PL Approved,2/17/09,6,Demolition of existing commercial structures and construction of six residential units.,,Residential,RH-2,70,0,,,,,0,,2008.14,,12/23/08,,40-X,RH-2,23-Dec-08,-122.412089,37.7301,2504,,Resident,-1,PL Approved,6,6,"-4,850",,,,,"-4,850",,,5653,5918,29,,,RH-2,40-X
3767305,429 Beale St,Rincon Hill,PL Approved,5/14/09,113,"Demolition of existing structures, construction of a new 8 story 84 foot building with 113 dwelling units and 57 parking spaces",,High Density Residential,RH DTR,766,0,,,,0,,,2007.1121,,2/27/09,,84-X,RH DTR,27-Feb-09,-122.390383,37.787224,1977,23,Resident,-1,PL Approved,5,113,"-35,628",,,,"-35,628",,,23,19107,3767,305,57,57,RH DTR,84-X
1417031,5495 California St,Richmond,PL Approved,3/3/11,4,2-story vertical addition to existing 2-story residential/retail building.,,Mixed Use,NC-1,306,"2,733",,,,,"2,733",,2009.0175,,3/5/09,,40-X,NC-1,5-Mar-09,-122.476281,37.784164,3202,,Mixres,-1,PL Approved,5,1,-264,,,,,-264,,,5124,1417,31,,,NC-1,40-X
3704015,942 Mission St,Downtown,PL Approved,12/16/10,0,"Demolition of 17,000 square feet of commercial (film) use, construction of a 13-story hotel  w/165 tourist hotel rooms, 63,286 sfhotel space and 7,840 sf of retail and public space. Project is 46,126 gsf and building height 103 feet.
gross square footage ",,Commercial,C-3-G,667,"71,126",0,,,0,"7,840","63,286",2008.0197,,3/11/09,,160-F,C-3-G,11-Mar-09,-122.407563,37.782072,1734,,Visitor,-1,PL Approved,5,0,"53,514",,,0,"-17,612","7,840","63,286",,8019,3704,15,,,C-3-G,160-F
531004,2919 Laguna St,Marina,PL Approved,10/22/09,2,Demolition of existing single-family dwelling and construction of new 2-unit residence.,,Residential,RH-2,360,0,,,,,,,2008.1349,,3/17/09,,40-X,RH-2,17-Mar-09,-122.430755,37.797923,358,,Resident,-1,PL Approved,5,1,0,,,,,,,,2421,531,4,,,RH-2,40-X
3580035,265 Dorland St,Central,PL Approved,11/24/09,5,Construction of a new 4-story 3/4 unit residential structure in front of existing structure.,,Residential,RM-1,533,0,,,,,,,2008.1171,,3/19/09,,40-X,RM-1,19-Mar-09,-122.42981,37.761953,1583,,Resident,-1,PL Approved,5,4,0,,,,,,,,4186,3580,35,,,RM-1,40-X
711031,1100 Ellis St,Western Addition,PL Approved,8/6/09,0,"New theater within courtyard of Sacred Heart Cathedral Preparatory School, within the St. Mary's Cathedral complex, 11,513-sf of new construction, interior alterations.",,Residential,RM-4,681,"65,282",,"65,282",,,,,2008.1286,,3/26/09,,80-B/240-E,RM-4,26-Mar-09,-122.424658,37.783489,495,,CIE,-1,PL Approved,3,0,"11,513","11,513",,,,,,,61106,711,31,,,RM-4,80-B/240-E
7092070,239 Minerva St,"Ingleside, Other",PL Approved,7/22/09,2,"Demolish existing 1-story substandard, non-comforming single-family resindece at rear of lot, lot line adjustment with lot 069, divide into 2 parcels and construct a single-family home on each site.",,Residential,RH-1,20,0,,,,,,,2009.0297,,4/9/09,,40-X,RH-1,9-Apr-09,-122.460539,37.715606,3021,,Resident,-1,PL Approved,3,1,0,,,,,,,,5000,7092,70,,,RH-1,40-X
3722027,151 Third St,Downtown,PL Approved,7/13/10,0,"Expansion of SFMOMA to SE with 40,000-sf gallery wing at Natoma Street, acquisition and replacement of Heald College building on Howard Street with 62,000-sf new construction for back-of-house and admin functions, vacation of portion of Hunt Alley, and ac",,Commercial,C-3-S,743,"298,378",0,"298,378",,,,,2009.0291,,4/9/09,,320-I/500-I,C-3-S,9-Apr-09,-122.400939,37.785549,6,87,CIE,-1,PL Approved,5,,"66,685","101,710",,"-35,025",,,,87,71176,3722,27,,,C-3-S,320-I/500-I
574011,1648 Pacific Av,Northeast,PL Approved,7/28/08,0,Addition and alteration of historic fire house into a retail and private club use of approx. 8681 sqft with no parking.,,Mixed Use,NCD,351,"8,681",,,,,"8,681",,2008.0467,,4/22/09,,65-A,POLK,22-Apr-09,-122.422421,37.795065,396,,Retail/Ent,-1,PL Approved,5,0,506,,,,,506,,,3831,574,11,,,POLK,65-A
279011,1080 Sutter St,Downtown,PL Approved,5/28/09,35,"The project site is current vacant and used as a 20-space parking lot. The proposed project would construct 35 dwelling units and 1,339 sq. ft. of ground floor commercial space, and 13 parking spaces. The new structure would be approximately 51,950 sq. ft",,Mixed Use,RC-4,322,"1,339",0,0,0,0,"1,339",0,2006.0431,,4/30/09,,130-E,RC-4,30-Apr-09,-122.418078,37.788156,195,,Mixres,-1,PL Approved,5,35,"1,339",0,0,0,0,"1,339",0,,7000,279,11,13,-4361,RC-4,130-E
7108033,77 Farallones Street,"Ingleside, Other",PL Approved,8/6/09,2,"To add a second dwelling-unit within an RH-1 District, per Planning Code Section 209.1(f.) The lot measures 6,250 square feet.",,Residential,RH-1,28,0,,,,,,,2009.0396,,5/18/09,,40-X,RH-1,18-May-09,-122.454972,37.713971,3185,,Resident,-1,PL Approved,5,1,0,,,,,,,,6362,7108,33,,,RH-1,40-X
6951021,285 Ocean Av,"South Central, Other",PL Approved,11/18/09,4,Demo existing single-story commercial unit and construct new 4-story building with 2 commercial units and 4 residential units.,,Mixed Use,NC-1,46,"2,236",0,,,,"2,236",,2009.0512,,6/11/09,,40-X,NC-1,11-Jun-09,-122.442728,37.723013,2972,,Mixres,-1,PL Approved,3,4,368,,,"-1,868",,"2,236",,,2929,6951,21,,,NC-1,40-X
1618007,762 27th Av,Richmond,PL Approved,12/10/09,2,Addition/alteration to single-family residence and add second unit.,,Residential,RH-2,260,0,,,,,,,2009.0522,,6/11/09,,40-X,RH-2,11-Jun-09,-122.486347,37.775093,1009,,Resident,-1,PL Approved,3,1,0,,,,,,,,3036,1618,7,,,RH-2,40-X
539032,2231 Union St,Marina,PL Approved,10/8/09,2,Convert Residential Unit to Business and Professional use,,Mixed Use,NCD,359,"1,480","1,480",,,,,,2009.0747,,8/11/09,,40-X,UNION,11-Aug-09,-122.436087,37.796726,3240,,Mixres,-1,PL Approved,3,-1,"1,480",,,"1,480",,,,,3438,539,32,,,UNION,40-X
524031,1338 Filbert St,Northeast,PL Approved,4/8/10,8,Renovation and remodel of exisitng cottages and construct a new 3-story addition at the rear of the lot.,,Residential,RH-2,818,0,,,,,,,2009.0412,,9/15/09,,40-X,RH-2,15-Sep-09,-122.421565,37.799951,3178,,Resident,-1,PL Approved,5,4,0,,,,,,,,8644,524,31,,,RH-2,40-X
6014032,4563 Mission St,"South Central, Other",PL Approved,10/7/10,2,Proposes 2 new units with no parking. ,1) CONSTRUCT ONE NEW 2 BEDROOM UNIT AND REAR DECK TO (E) 2ND STORY. REMODEL (E) 2 BEDROOM UNIT ON 2ND STORY. 2)CONSTRUCT 3RD STORY WITH 1 4 BEDROOM UNIT.,Mixed Use,NC-3,58,0,,,,,,,2009.0875,,9/17/09,,40-X,NC-3,17-Sep-09,-122.43423,37.725243,3220,,Resident,-1,PL Approved,5,2,0,,,,,,,,2077,6014,32,0,0,NC-3,40-X
3564091,2299 Market St,Central,PL Approved,8/16/10,18,"Develop vacant lot with 34,477 sqft, 5-story, 50-foot high mixed-use building with ground floor retail, 18 residential units and a basement garage.  Project includes a rear yard modification request.",,Mixed Use,NCT,561,"6,940",,,,,"6,940",,2008.043,,10/6/09,,50-X,UPR MARKET,6-Oct-09,-122.4329447,37.7642396,3296,,Mixres,-1,PL Approved,5,18,"6,940",,,,,"6,940",,,7316,3564,91,,,UPR MARKET,50-X
5312018,1766 Oakdale Av,"BVHP Area A,B",PL Approved,4/16/10,2,3-story rear horizontal addition.,,Residential,RH-2,407,0,,,,,,,2009.1083,,11/19/09,,40-X,RH-2,19-Nov-09,-122.393282,37.736573,3301,,Resident,-1,PL Approved,5,1,0,,,,,,,,2483,5312,18,,,RH-2,40-X
327011,72 Ellis St,Downtown,PL Approved,3/25/10,0,"Extension of entitlements (Case Nos. 200.383CX and 2004.1047CX) for demolition of an existing surface parking lot and construction of an 11-story, 156 room hotel with ground floor retail.",,Commercial,C-3-R,750,"79,054",,,,,"2,500","76,554",2009.1105,,12/2/09,,80-130-F,C-3-R,2-Dec-09,-122.407384,37.785691,252,87,Visitor,-1,PL Approved,5,,"79,054",,,,,"2,500","76,554",87,8424,327,11,,,C-3-R,80-130-F
7303001,3711 19th Ave,Park Merced,PL APPROVED,5/25/11,8898,"Master redevelopment program for 116-ac Parkmerced site, proposed to retain existing midrise bldgs and demo/replace all others w/ 4-14-story residential bldgs, on-site relocation of existing residents @ current rent-controlled rates, concurrent infrastruc",,Residential,RM-1,888,"521,450","91,390",,,,"430,060",,2008.0021,,12/7/09,,40-X/130-D,RM-1/RM-4,7-Dec-09,-122.475451,37.7205,3093,,Mixres,-1,PL Approved,2,5677,"478,383",,,"80,615",,"397,768",,,5207434,7303,1,10173,6975,RM-1/RM-4,40-X/130-D
3180001,50 Phelan Av,Balboa Park,PL Approved,7/12/10,71,"New construction of mixed-use building with approximately 60 units of affordable housing, and 7,000 sq.ft of retail, and 6 parking spaces. ",,Mixed Use,P,65,"11,682","1,139",,,,"10,543",,2009.1117,,12/14/09,,40-X/55-X/65-,Ocean Avenue NCT/P,14-Dec-09,-122.452174,37.723638,1438,,Mixres,-1,PL Approved,3,71,"11,682",,,"1,139",,"10,543",,,1321818,3180,1,6,-16,Ocean Avenue NCT/P,40-X/55-X/65-
5262004,2095 Jerrold Ave,"BVHP Area A,B",PL Approved,3/26/10,0,A master planned expansion and retention of the SF Wholesall Produce Market.  This project will be implemented in phases,,Industrial,PDR-2,485,"464,553","85,472",,,"375,081","4,000",,2009.1153,,12/18/09,,65-J,PDR-2,18-Dec-09,-122.3986821,37.7439955,3300,,PDR,-1,PL Approved,5,,"127,779",,,"47,468","78,811","1,500",,,377032,5262,4,532,298,PDR-2,65-J
4886008,Hunters Point Expy,Candlestick,PL APPROVED,8/3/10,10500,"Redevelopment plans, rezoning, projects, and infrastructure for 778-acre site encompassing BVHP Areas B, C, and Shipyard, for Candlestick Point, Hunters Point Shipyard, and India Basin Shoreline, including an estimated 9,000-du, 650,000-sf retail, 2,000,0",,Public,P,881,"6,120,000","5,150,000","10,000",0,0,"750,000","210,000",2007.0946,,1/11/10,,OS,P,11-Jan-10,-122.381602,37.711469,2322,,Mixres,-1,PL Approved,5,10237,"6,120,000","10,000",0,"5,150,000",0,"750,000","210,000",,4113460,4886,8,,0,P,OS
7148040,One Capitol Av,"Ingleside, Other",PL Approved,5/13/10,28,"Vacant former ROW parcel (.98 ac) for 28 SFH with drive aisle yard, 41,320-gsf, 44 parking.",,Residential,RH-1,10,0,,,,,,,2009.0112,,1/28/10,,40-X,RH-1,28-Jan-10,-122.459069,37.710873,3226,,Resident,-1,PL Approved,5,28,0,,,,,,,,42769,7148,40,41,41,RH-1,40-X
797019,890 Grove St,Western Addition,PL Approved,,1,Thrid floor addition of a third unit on an existing 2-unit residential building.,,Residential,RH-3,265,0,,,,,,,2007.1486,,2/16/10,,50-X,RH-3,16-Feb-10,-122.431228,37.776981,4209,,Resident,-1,PL Approved,3,1,0,,,,,,,,3237,797,19,,,RH-3,50-X
1219008,1122 Page St,Buena Vista,PL Approved,6/30/10,4,ADD 1 ADDITIONAL UNIT.  4 UNITS TOTAL.  ,,Residential,RM-2,245,0,,,,,,,2010.0114,,2/23/10,,40-X,RM-2,23-Feb-10,-122.439365,37.772165,4211,,Resident,-1,PL Approved,5,1,0,,,,,,,,0,1219,8,,,RM-2,40-X
3731101,42 Harriet St,East SoMa,PL Approved,12/20/10,23,"The proposed project is the construction of a 4-story, residential building, wtih 23 SRO units, wtih one off-street parking space. The project site is currently a surface parking lot. ",,Mixed Use,MUG,627,0,,,,,,,2010.0128,,2/26/10,,45-X,MUG,26-Feb-10,-122.407131,37.778687,1865,,Resident,-1,PL Approved,5,23,0,,,,,,,,1242,3731,101,1,1,MUG,45-X
1643051,25 Balboa St,Richmond,PL Approved,1/12/09,2,One story vertical addition over the existing two-story over garage and convert existing single-family dwelling to two family dwellings.,,Residential,RM-2,637,0,,,,,,,2008.1273,,3/2/10,,40-X,RM-2,2-Mar-10,-122.459283,37.777335,1027,,Resident,-1,PL Approved,5,1,0,,,,,,,,2506,1643,51,,,RM-2,40-X
4282A023,2207 25th St,Showpl/Potrero,PL Approved,10/13/10,2,Legalize existing structure in required rear yard.,,Residential,RH-2,152,0,,,,,,,2010.0231,,4/1/10,,40-X,RH-2,1-Apr-10,-122.400799,37.751823,4226,,Resident,-1,PL Approved,5,1,0,,,,,,,,0,4282A,23,,,RH-2,40-X
5859033,228 Sweeny St,"South Central, Other",PL Approved,,2,"Add 3rd story to existing SFD, lot split, and construction of new SFD.",,Residential,RH-1,92,0,,,,,,,2010.0249,,4/12/10,,40-X,RH-1,12-Apr-10,-122.41008,37.732505,4229,,Resident,-1,PL Approved,3,1,0,,,,,,,,0,5859,33,,,RH-1,40-X
3639002,2652 Harrison St,Mission,PL Approved,12/16/10,30,Demolition and new construction 30-unit residential building over basement level parking,,Mixed Use,UMU,170,0,0,0,0,0,0,0,2006.0054,,5/6/10,,40-X,UMU,6-May-10,-122.41228,37.754996,1706,,Resident,-1,PL Approved,5,30,"-7,250",0,0,0,"-7,250",0,0,,8644,3639,2,30,30,UMU,40-X
165021,235 Broadway ,Northeast,PL Approved,7/22/10,50,"Broadway/Sansome Family Housing: 100% affordable 50-du residential mid-rise bldg with 5,000-sf retail on former Fwy parcel, 50-70' deep lot entire south side of Broadway between Sansome and Battery Streets, replacing surface parking and portion Stevens Al",,Commercial,C-2,826,"5,000",,,,,"5,000",,2008.0797,,6/17/10,,65-A,C-2,17-Jun-10,-122.401464,37.79841,156,,Mixres,-1,PL Approved,5,50,"5,000",,,,,"5,000",,,17990,165,21,0,-25,C-2,65-A
0634016A,2695 Sacramento St,Marina,PL Approved,11/29/10,2,Parking Variance to convert a LCU into a residential unit,,Residential,RH-3,338,0,,,,,0,,2010.0516,,6/30/10,,40-X,RH-3,30-Jun-10,-122.437106,37.789245,4220,,Resident,-1,PL Approved,5,1,"-1,000",,,,,"-1,000",,,0,634,016A,,,RH-3,40-X
