Block Lot,Address,Planning Neighborhood,Best Stat,Best Date,Units,Planning Project Description,DBI Project Description,Zoning_Generalized,Zoning_Simplified,TAZ,Total GSF (Commercial),Office,"Cult, Inst, Educ",Medical,"Prod, Dist, Rep","Ret, Ent",Visitor,Planning ID,DBI Permit,Planning Filed,DBI Filed,HEIGHTLIMIT,ZONING,FirstFiled,Longitude,Latitude,ObjectID,TempSelect,LANDUSE,EntitlementStatus,sort,ACTION_SEQ,Net Added Units,Net Added SF
6272030,4801 MISSION ST,"South Central, Other",PL Approved,7/25/08,6,Existing vacant lot proposed 6-unit mixed use building.,,Mixed Use,NC-3,39,"3,256",,,,,"3,256",,2008.0286,,3/5/08,,65-A,NC-3,5-Mar-08,-122.437166,37.72149,2750,,Mixres,-1,PL Approved,5,6,"3,256"
6969001,5050 MISSION ST,"South Central, Other",PL Approved,8/14/08,61,"The proposed project would demolish the existing retail and auto repair shop and construct a 61-unit residential building, 8,000 sq. ft. of retail, and 82 parking spaces. The building would be 60 feet in height plus basement and would be approximately 113",,Mixed Use,NC-3,32,"8,000",,,,,"8,000",,2006.1213,,3/10/08,,65-A,NC-3,10-Mar-08,-122.440393,37.717564,2980,,Mixres,-1,PL Approved,5,61,"7,030"
7098008,5640 MISSION ST,"South Central, Other",PL Approved,2/5/09,0,expand a church,,Mixed Use,NC-2,13,"5,959",,"5,959",,,,,2008.0367,,3/20/08,,40-X,NC-2,20-Mar-08,-122.447604,37.710978,3022,,CIE,-1,PL Approved,5,0,"3,866"
336017,245 HYDE ST,Downtown,PL Approved,4/10/08,65,Partial interior demo of existing 2-story office/retail structure to insert an additional floor level & construct an 1-story vertial addition for a total of 4-stories to house 65 dwelling units.,,Mixed Use,RC-4,300,0,0,,,,0,,2005.0762,,3/26/08,,80-T,RC-4,26-Mar-08,-122.415949,37.78298,268,,Resident,-1,PL Approved,5,65,"-26,640"
323015,472 ELLIS ST,Downtown,PL Approved,12/12/08,151,Variances for off-street parking for zero spaces where 21 parking spaces would otherwise be required; and variance for open space for no usable open space where approx. 975 sq. ft. would otherwise be required.  Project is to convert 82 tourist hotel units,,Mixed Use,RC-4,702,0,,,,,,0,2008.0392,,4/2/08,,80-T,RC-4,2-Apr-08,-122.413931,37.784875,246,,Resident,-1,PL Approved,5,60,"-65,926"
5577002,384 HOLLADAY AV,Bernal Heights,PL Approved,8/19/09,3,Develop single-family dwellings on each lot with two off-street parking spaces each. Downslope Lots.,,Residential,RH-1,465,0,,,,,,,2008.0409,,4/3/08,,40-X,RH-1,3-Apr-08,-122.406375,37.743781,2492,,Resident,-1,PL Approved,4,3,0
1895043,1600 GREAT HY,Outer Sunset,PL Approved,7/10/08,0,Demolition and construction of a new nursery school/day care center.,,Residential,RH-2,172,"2,420",,"2,420",,,,,2008.0461,,4/17/08,,40-X,RH-2,17-Apr-08,-122.508733,37.756359,1189,,CIE,-1,PL Approved,3,0,527
574011,1648 PACIFIC AV,Northeast,PL Approved,7/28/08,0,Addition and alteration of historic fire house into a retail and private club use of approx. 8681 sqft with no parking.,,Mixed Use,NCD,351,"8,681",,,,,"8,681",,2008.0467,,4/22/08,,65-A,POLK,22-Apr-08,-122.422421,37.795065,396,,Retail/Ent,-1,PL Approved,5,0,506
8722001,300 16TH ST,Mission Bay,PL Approved,10/2/08,0,"New construction of a 332,395 square foot building with laboratory and office uses on blocks 29-32",,Commercial,MB-RA,929,"312,932","312,932",,,,,,2008.0484,,4/25/08,,MB-RA,MB-RA,25-Apr-08,-122.389264,37.766969,3149,,MIPS,-1,PL Approved,5,0,"312,932"
1052024,2655 BUSH ST,Western Addition,PL Approved,10/10/08,84,"Demolition of existing convalescent care facility and construction of 84 residential dwelling units and 4,500 sq. ft. of retail. Building would be 40' and 65' in height and would total 168,900 sq. ft. with 126 parking spaces. ",,Mixed Use,NC-3,715,"4,500",,,,,"4,500",,2005.1106,,4/29/08,,40-X/65-A,NC-3,29-Apr-08,-122.440927,37.785933,691,,Mixres,-1,PL Approved,5,84,"-40,617"
4218036,1321 DE HARO ST,Showpl/Potrero,PL Approved,7/16/09,3,"Dish existin 1200 sqft residence with no off-street parking and construct 3-unit 3100 sqft with 3 off-street parking spaces.
Rear Yard Variance
",,Residential,RH-3,152,0,,,,,,,2008.0505,,5/1/08,,40-X,RH-3,1-May-08,-122.400218,37.752861,2189,,Resident,-1,PL Approved,5,2,0
3715002,115 Steuart Street,Downtown,PL Approved,2/15/09,0,"The proposed project would demolish the existing building and construct a new 10 story building with one floor below grade. The building would include approx. 55,000 sq. ft. of office, 800 sq. ft. of retail, and 14 parking spaces. The building would be ap",,Commercial,C-3-O,778,"64,748","57,112",,,,"7,636",,2006.1294,,5/2/08,,84-X,C-3-O,2-May-08,-122.392775,37.793113,1769,2,MIPS,-1,PL Approved,5,0,"46,748"
3794002A,750 02ND ST,East SoMa,PL Approved,9/10/09,18,"The proposed project would demolish the existing building and construct a new eight-story, 18-unit residential and 5,050 sq. ft. retail building. The building would include 18 parking spaces, would be approximately 93 feet in height, totaling approximatel",To erect new 7 story commercial/residential building; TO DEMOLISH 1 STORY OFFICE/RETAIL BUILDING,Mixed Use,MUO,632,"5,050",0,,,,"5,050",,2007.0007,2.00807E+11,5/8/08,,105-F,MUO,8-May-08,-122.390208,37.78018,2030,2,Mixres,-1,PL Approved,5,18,"-2,710"
4217006,1250 DE HARO ST,Showpl/Potrero,PL Approved,8/8/08,2,Parking Variance - legalize unit w/o off street parking,,Residential,RH-2,152,0,,,,,,,2008.0636,,5/29/08,,40-X,RH-2,29-May-08,-122.400741,37.753976,2187,,Resident,-1,PL Approved,4,1,0
1517030,520 28TH AV,Richmond,PL Approved,8/18/08,3,"Existing 2-story SFD approx. 1500 sqft with 1 off-street parking space. Proposed 4-story 40' in height 3-unit over ground floor parking with approx 6,000 sqft.",,Residential,RM-1,280,0,,,,,,,2008.0663,,6/4/08,,40-X,RM-1,4-Jun-08,-122.487732,37.779397,920,,Resident,-1,PL Approved,5,2,0
5926021,167 BRUSSELS ST,"South Central, Other",PL Approved,6/9/08,1,"Demolish existing dwelling unit located on lots 21 & 22, then build 2 separate dwelling units, one on each lot.",ERECT A 3 STORIES SINGLE FAMILY DWELLING.,Residential,RH-1,79,0,,,,,,,2007.0574,2.00807E+11,12/18/08,7/17/08,40-X,RH-1,17-Jul-08,-122.406589,37.730009,2625,,Resident,-1,PL Approved,6,1,0
570010,1622 BROADWAY ,Marina,PL Approved,3/12/09,34,CU for 34 dwelling unit building,,Residential,RM-3,353,0,,,,,,,2008.0862,,7/22/08,,80-A,RM-3,22-Jul-08,-122.423903,37.795806,391,,Resident,-1,PL Approved,5,34,0
4219004,1036 WISCONSIN ST,Showpl/Potrero,PL Approved,10/6/09,2,"Existing one-story single-family residence at 18-feet tall and 850 sqft with no off-street parking to be demolished. Proposed new 4-story, 2-unit residence at 40-feet tall and 3,765 sqft with 2 off-street parking spaces.",,Residential,RH-2,152,0,,,,,,,2008.087,,7/24/08,,40-X,RH-2,24-Jul-08,-122.398853,37.75444,2191,,Resident,-1,PL Approved,3,1,0
1466009,451 34TH AV,Richmond,PL Approved,7/16/09,2,"Vertical and horizontal addition of a 2-story single-family residence. Proposed 3-story with basement, 2-unit resindetial building.",,Residential,RH-2,295,0,,,,,,,2008.0872,,7/24/08,,40-X,RH-2,24-Jul-08,-122.494603,37.780587,898,,Resident,-1,PL Approved,3,1,0
5476009,6600 Third Street,"BVHP Area A,B",PL Approved,11/19/09,80,"100 %  Affordable DUs (42,238 square feet) and 21 off-street parking spaces.  New building would be 40 feet tall.   Demolition of 43 residential hotel rooms and construction of 25 new dwelling units and 55 group housing units.  ",,Residential,RM-1,905,0,,,,,,,2008.111,,9/23/08,,40-X,RM-1,23-Sep-08,-122.397787,37.718831,2467,,Resident,-1,PL Approved,5,37,0
2979A021A,99 WEST PORTAL AV,Inner Sunset,PL Approved,5/14/09,0,Expansion of existing dental office to lower street level to provide access from West Portal Avenue.,,Mixed Use,NCD,109,"4,000","4,000",,,,,,2008.1161,,10/2/08,,26-X,WEST PORTAL,2-Oct-08,-122.466755,37.739766,1407,,MIPS,-1,PL Approved,5,0,"2,000"
757025,1100 GOLDEN GATE AV,Western Addition,PL Approved,12/18/08,297,"New construction of 5-story, 145-foot tall housing tower(s) with 98 affordable senior rental units",,Residential,RM-3,281,0,,,,,,,2008.1162,,10/3/08,,50-X,RM-3,3-Oct-08,-122.428767,37.780045,523,,Resident,-1,PL Approved,5,98,0
3580035,265 DORLAND ST,Central,PL Approved,11/24/09,5,Construction of a new 4-story 3/4 unit residential structure in front of existing structure.,,Residential,RM-1,533,0,,,,,,,2008.1171,,10/7/08,,40-X,RM-1,7-Oct-08,-122.42981,37.761953,1583,,Resident,-1,PL Approved,5,4,0
2660015,1344 CLAYTON ST,Central,PL Approved,5/26/09,2,Rear yard variance,,Residential,RH-2,196,0,,,,,,,2008.1178,,10/9/08,,40-X,RH-2,9-Oct-08,-122.446281,37.759618,1290,,Resident,-1,PL Approved,4,1,0
7520033,70 GOLD MINE DR,Central,PL Approved,3/2/09,4,Demolition of existing single-family residnece and detached garage. Proposed subdivision and construction of 4 residnetial units.,,Residential,RH-1,462,0,,,,,,,2008.1218,,10/23/08,,40-X,RH-1,23-Oct-08,-122.437377,37.743961,3103,,Resident,-1,PL Approved,5,3,0
1643051,25 BALBOA ST,Richmond,PL Approved,1/12/09,2,One story vertical addition over the existing two-story over garage and convert existing single-family dwelling to two family dwellings.,,Residential,RM-2,637,0,,,,,,,2008.1273,,11/5/08,,40-X,RM-2,5-Nov-08,-122.459283,37.777335,1027,,Resident,-1,PL Approved,5,1,0
711031,1100 ELLIS ST,Western Addition,PL Approved,8/6/09,0,"New theater within courtyard of Sacred Heart Cathedral Preparatory School, within the St. Mary's Cathedral complex, 11,513-sf of new construction, interior alterations.",,Residential,RM-4,681,"65,282",,"65,282",,,,,2008.1286,,11/17/08,,80-B/240-E,RM-4,17-Nov-08,-122.424658,37.783489,495,,CIE,-1,PL Approved,3,0,"11,513"
4103036,605 MISSISSIPPI ST,Showpl/Potrero,PL Approved,1/23/09,2,Addition/alteration of existing single-family residence to 2-unit residence.,,Residential,RH-2,520,0,,,,,,,2008.1307,,11/25/08,,40-X,RH-2,25-Nov-08,-122.394064,37.758824,2162,,Resident,-1,PL Approved,5,1,0
531004,2919 LAGUNA ST,Marina,PL Approved,10/22/09,2,Demolition of existing single-family dwelling and construction of new 2-unit residence.,,Residential,RH-2,360,0,,,,,,,2008.1349,,12/9/08,,40-X,RH-2,9-Dec-08,-122.430755,37.797923,358,,Resident,-1,PL Approved,5,1,0
343011,118 JONES ST,Downtown,PL Approved,3/20/09,1,New dwelling unit. 309 exemption for rear yard,,Commercial,C-3-G,296,0,,,,,,,2008.135,,12/10/08,,120-X,C-3-G,10-Dec-08,-122.412099,37.782326,282,,Resident,-1,PL Approved,4,1,0
5918029,419 BOWDOIN ST,"South Central, Other",PL Approved,2/17/09,6,Demolition of existing commercial structures and construction of six residential units.,,Residential,RH-2,70,0,,,,,0,,2008.14,,12/23/08,,40-X,RH-2,23-Dec-08,-122.412089,37.7301,2504,,Resident,-1,PL Approved,6,6,"-4,850"
7092070,239 MINERVA ST,"Ingleside, Other",PL Approved,7/22/09,2,"Demolish existing 1-story substandard, non-comforming single-family resindece at rear of lot, lot line adjustment with lot 069, divide into 2 parcels and construct a single-family home on each site.",,Residential,RH-1,20,0,,,,,,,2009.0297,,4/9/09,,40-X,RH-1,9-Apr-09,-122.460539,37.715606,3021,,Resident,-1,PL Approved,3,1,0
7108033,77 FARALLONES STREET,"Ingleside, Other",PL Approved,8/6/09,2,"To add a second dwelling-unit within an RH-1 District, per Planning Code Section 209.1(f.) The lot measures 6,250 square feet.",,Residential,RH-1,28,0,,,,,,,2009.0396,,5/18/09,,40-X,RH-1,18-May-09,-122.454972,37.713971,3185,,Resident,-1,PL Approved,5,1,0
524031,1338 FILBERT ST,Northeast,PL Approved,4/8/10,8,Renovation and remodel of exisitng cottages and construct a new 3-story addition at the rear of the lot.,,Residential,RH-2,818,0,,,,,,,2009.0412,,5/21/09,,40-X,RH-2,21-May-09,-122.421565,37.799951,3178,,Resident,-1,PL Approved,5,4,0
1618007,762 27TH AV,Richmond,PL Approved,12/10/09,2,Addition/alteration to single-family residence and add second unit.,,Residential,RH-2,260,0,,,,,,,2009.0522,,6/11/09,,40-X,RH-2,11-Jun-09,-122.486347,37.775093,1009,,Resident,-1,PL Approved,3,1,0
6951021,285 OCEAN AV,"South Central, Other",PL Approved,11/18/09,4,Demo existing single-story commercial unit and construct new 4-story building with 2 commercial units and 4 residential units.,,Mixed Use,NC-1,46,"2,236",0,,,,"2,236",,2009.0512,,6/11/09,,40-X,NC-1,11-Jun-09,-122.442728,37.723013,2972,,Mixres,-1,PL Approved,3,4,368
539032,2231 UNION ST,Marina,PL Approved,10/8/09,2,Convert Residential Unit to Business and Professional use,,Mixed Use,NCD,359,"1,480","1,480",,,,,,2009.0747,,8/11/09,,40-X,UNION,11-Aug-09,-122.436087,37.796726,3240,,Mixres,-1,PL Approved,3,-1,"1,480"
694005,1100 VAN NESS AVE,Downtown,PL Approved,4/8/10,0,"DEMOLITION OF 7 EXISTING PROPERTIES AND CONSTRUCITON OF A NEW 9 STORY, 130-FOOT MEDICAL OFFICE BUILDING ASSOCIATED WITH CPMC'S PROPOSED HOSPITAL AT 1101 VAN NESS.",,Mixed Use,RC-4,699,"244,008","244,008",,,,0,,2009.0887,,9/22/09,,130-V,RC-4,22-Sep-09,-122.421333,37.785753,3243,,MIPS,-1,PL Approved,5,,"150,885"
5312018,1766 OAKDALE AV,"BVHP Area A,B",PL Approved,4/16/10,2,3-story rear horizontal addition.,,Residential,RH-2,407,0,,,,,,,2009.1083,,11/19/09,,40-X,RH-2,19-Nov-09,-122.393282,37.736573,3301,,Resident,-1,PL Approved,5,1,0
327011,72 ELLIS ST,Downtown,PL Approved,3/25/10,0,"Extension of entitlements (Case Nos. 200.383CX and 2004.1047CX) for demolition of an existing surface parking lot and construction of an 11-story, 156 room hotel with ground floor retail.",,Commercial,C-3-R,750,"79,054",,,,,"2,500","76,554",2009.1105,,12/2/09,,80-130-F,C-3-R,2-Dec-09,-122.407384,37.785691,252,,Visitor,-1,PL Approved,5,,"79,054"
5262004,2095 Jerrold Ave,"BVHP Area A,B",PL Approved,3/26/10,0,A master planned expansion and retention of the SF Wholesall Produce Market.  This project will be implemented in phases,,Industrial,PDR-2,485,"464,553","85,472",,,"375,081","4,000",,2009.1153,,12/18/09,,65-J,PDR-2,18-Dec-09,-122.3986821,37.7439955,3300,,PDR,-1,PL Approved,5,,"127,779"
3553008,490 SOUTH VAN NESS AV,Mission,PL Approved,2/26/10,81,"Construction of a new 8-story mixed-use building with 81 dwelling units, 2,529 square-feet of retail, and one basement level with 44 off-street parking spaces. ",,,,230,"2,529",,,,0,"2,529",,2010.0043,,3/19/10,,,,19-Mar-10,-122.417824,37.7654799,4217,,Mixres,-1,PL Approved,3,81,-689
3707052,2 NEW MONTGOMERY ST,TB Combo,PL Filed,12/4/07,125,"Convert 25 hotel rooms to residential use and construct a new 17-stroy addition for 125 dwelling units. The new proposed project would include 261,072 sq. ft. of residential, 12,823 sq. ft. of retail, 87,000 sq. ft. of parking (189 parking spaces), and 55",,Commercial,C-3-O,742,,0,0,0,0,0,0,2005.1101,,,,120-X/300-S,C-3-O,,-122.40191,37.788432,3270,2,Resident,0,Planning Filed,,125,0
173001,600 BATTERY ST,Northeast,PL Filed,10/17/07,0,"The proposed project would consist of a three-story, approximately 41-foot vertical addition to an existing office building. As proposed the building would be six stories, 77 feet in height. The existing building is approximately 125,900 sq. ft.  With the",RENOVATION OF EXISTING BUILDING,Commercial,C-2,826,"218,300","218,300",,,,,,2006.1274,9912937S,10/17/07,6/28/99,84-E,C-2,28-Jun-99,-122.400611,37.79689,159,,MIPS,0,Planning Filed,14,0,"92,400"
3732112,452 TEHAMA ST,East SoMa,PL Filed,6/22/07,20,"Demolition of existing two-story office building and construction of 20 residential dwelling units, 888 sq. ft. of retail, and five parking spaces in two buildings that would be 40 feet and 85 feet in height. Total gross sq. ft. of the project would be ap",,Mixed Use,MUR,628,888,0,0,0,0,888,0,2005.1026,,10/25/99,8/30/99,45-X/85-X,MUR,30-Aug-99,-122.405669,37.780251,1881,,Mixres,0,Planning Filed,5,20,"-4,917"
3834001,1000 16TH ST,Showpl/Potrero,PL FILED,10/11/06,450,"The proposed project involves the construction of three building residential complex including 450 dwelling units, 26,500gsf of ground-floor retail space and 503 off-street parking spaces.  The project would include a partial street vacation to narrow the",,Mixed Use,UMU,651,"26,500",0,0,0,0,"26,500",0,2003.0527,,2/23/06,5/8/00,68-X,UMU,8-May-00,-122.396988,37.76649,2047,,Mixres,0,Planning Filed,5,450,"26,500"
647007,1634 PINE ST,Western Addition,PL FILED,11/5/08,250,"Demolition of five buildings and construction of a mixed-use project with 250 dwelling units, 298 off-street parking spaces, 12,000 GSF office use, in a building ranging from 65-134 feet in height, 14 stories tall.  ",,Mixed Use,NC-3,330,"12,000","12,000",,,,0,,2004.0764,,9/28/07,11/27/00,130-E,NC-3,27-Nov-00,-122.422674,37.789482,429,,Mixres,0,Planning Filed,7,250,448
331016,231 ELLIS ST,Downtown,PL Filed,1/24/06,400,"The proposed project involves the demolition of seven buildings containing a mixture of commercial, residential and retail uses totaling about 105,000gsf and construction of a 735,000gsf affordable housing complex containing 11,000gsf of office space, 11,",,Mixed Use,RC-4,678,"22,000","11,000",0,0,0,"11,000",0,2002.1077,,10/15/02,,80-130-T,RC-4,15-Oct-02,-122.410011,37.785117,263,,Mixres,0,Planning Filed,5,400,"22,000"
201012,8 Washington Street,Northeast,PL Filed,12/4/07,170,The proposed project would include the temporary removal of the existing Golden Gateway Tennis and Swim Club facility and the new construction of two mixed use buildings and outdoor health club facilities. The new buildings would include 170 residential u,,Public,P,814,"32,100","1,500",0,0,0,"30,600",0,2007.003,,4/9/03,,84-E,RC-4,9-Apr-03,-122.395756,37.796691,31,2,Mixres,0,Planning Filed,2,170,"32,100"
318020,651 GEARY ST,Downtown,PL FILED,8/15/08,40,"Demolition of a three-story, 19,900-sf office building and construction of a 14- story, 40-unit residential building with 5,945 sf of retail and 5,945 sf of office use.  No off-street parking is proposed.  ""V"" for off-street parking ""C"" for height over 40",,Mixed Use,RC-4,711,"5,945",0,0,0,0,"5,945",0,2008.0981,,7/2/03,,80-130-T,RC-4,2-Jul-03,-122.413931,37.786515,243,,Mixres,0,Planning Filed,9,40,"-8,010"
1202002J,1282 HAYES ST,Western Addition,PL FILED,4/14/08,8,CONDITIONAL USE APPEAL OF HARDING THEATHER,ERECT A FOUR STORY TEN UNIT RESIDENTIAL BLDG,Mixed Use,NC-2,610,0,,,,,,,2008.0432,2.00405E+11,4/14/08,5/7/04,65-A,NC-2,7-May-04,-122.437454,37.775158,753,,Resident,0,Planning Filed,6,8,"-13,207"
2463A014,2233 VICENTE ST,Outer Sunset,PL Filed,4/14/05,0,Expansion of existing retail contractor's supply store by enclosure of outdoor storage area.,,Mixed Use,NC-1,414,"13,469",0,0,0,0,"13,469",0,2005.0371,,4/14/05,,40-X,NC-1,14-Apr-05,-122.49082,37.738507,1050,,Retail/Ent,0,Planning Filed,2,0,"13,469"
526021,2550 VAN NESS AV,Northeast,PL Filed,5/17/05,109,"Demolition of an existing hotel and construction of a 65-foot mixed-use building with 109 dwelling units, appx. 98 parking spaces, and appx. 2,945 GSF of ground floor retail use.  ",,Mixed Use,RC-3,367,"2,945",0,0,0,0,"2,945",0,2005.0474,,5/17/05,,65-A,RM-3/RC-3,17-May-05,-122.423907,37.799051,354,,Mixres,0,Planning Filed,2,109,"-51,353"
3547032,49 JULIAN AV,Mission,PL Filed,5/26/05,8,"Construction of five-story eight-unit residential building of approximately 10,583-sf.  Demolition of existing 1962 light industrial warehouse, presently vacant.  No off-street parking existing and eight proposed.",,Mixed Use,UMU,236,0,0,0,0,0,0,0,2005.0233,,5/26/05,,45-X,UMU,26-May-05,-122.420946,37.767435,1521,,Resident,0,Planning Filed,2,8,"-2,914"
697037,1333 GOUGH ST,Japantown,PL Filed,7/15/05,231,"The project is the construction of a 30-story 231-unit residential tower in addition to the existing 14-story residential building on the block, and consolidation of all residential parking for both buildings in a new below-ground parking structure for 40",,Residential,RM-4,706,0,0,0,0,0,0,0,2005.0679,,7/15/05,,240-E,RM-4,15-Jul-05,-122.424912,37.785674,491,,Resident,0,Planning Filed,2,231,0
3596113,899 VALENCIA ST,Mission,PL Filed,8/11/05,18,"The proposed project is demolition of a 1,800-gsf gas station and construction of a 5-story 50,141-gsf mixed use residential structure with 18 dwelling units, 22 parking spaces, and two ground-floor retail units at the corner of Valencia and 20th Streets ",,Mixed Use,NCT,185,"4,705",0,0,0,0,"4,705",0,2004.0891,,8/11/05,,55-X,Valencia St NCT,11-Aug-05,-122.421167,37.758616,1627,,Mixres,0,Planning Filed,2,18,"4,705"
6956001,4734 MISSION ST,"South Central, Other",PL Filed,10/27/05,3,"LEGALIZE TWO DWELLING UNITS ON GROUND FLOOR, ONE OFFICE SPACE ON GROUND FLOOR AND ONE DWELING UNIT ON SECOND FLOOR.",,Mixed Use,NC-3,48,0,0,0,0,0,0,0,2005.1002,,10/27/05,,65-A,NC-3,27-Oct-05,-122.436692,37.722406,2977,,Resident,0,Planning Filed,2,3,0
3762106,725-765 Harrison Street,East SoMa,PL Filed,11/8/05,510,"Demolition of 141,600 sq. ft. of improvements on six lots and construction of 572 new residential units, 10,000 sq. ft. of retail/commercial space, and 656 parking spaces. Project would encompass six buildings, up to 85 feet in height, totaling 791,800 gr",,Industrial,SLI,640,0,0,0,0,0,0,0,2005.0759,,11/8/05,,55-X,SLI,8-Nov-05,-122.3979,37.781964,1968,2,Resident,0,Planning Filed,2,510,"26,900"
794015,746 LAGUNA ST,Market Octavia,PL Filed,8/29/08,143,"Demolition of existing 2-story industrial and office bldgs. of 19,620 sf with 70 parking spaces.  Construct residential bldg. of 143 units with 21,945 sf of commercial space on the ground floor, and 165 parking spaces.  22 parking spaces will be at the gr",,Residential,RTO,268,"19,620","19,620",0,0,0,0,0,2005.1085,,11/21/05,,40-50-X,RTO,21-Nov-05,-122.426447,37.777818,539,,Mixres,0,Planning Filed,2,143,"2,325"
3616007,2558 MISSION ST,Mission,PL Filed,12/21/05,125,"The project is a PUD and new construction of up to 125 units of residential over ground floor commercial on the site of to-be-demolished Giant Value store, adjacent to the New Mission Theater, which would be renovated to include theater, restaurant, and b",,Mixed Use,NCT,176,0,0,0,0,0,0,0,2005.0694,,12/21/05,,85-X,Mission St NCT,21-Dec-05,-122.418986,37.75611,1665,,Resident,0,Planning Filed,2,125,0
3980008,1717 17TH ST,Showpl/Potrero,PL Filed,12/22/05,41,"Demolition of three existing commercial buildings and construction of three mixed-use buildings with 41 residential dwelling units, 4,840 GSF of PDR use, and 57 off-street parking spaces.  ",,Mixed Use,UMU,544,"4,840",0,0,0,"4,840",0,0,2004.0946,,12/22/05,,48-X,UMU,22-Dec-05,-122.400827,37.76476,2071,,Mixres,0,Planning Filed,2,41,"-13,369"
3754029,40 CLEVELAND ST,East SoMa,PL Filed,12/22/05,4,"New four-story, four-unit building with four parking spaces.",,Mixed Use,MUG,630,0,0,0,0,0,0,0,2005.1202,,12/22/05,,45-X,MUG,22-Dec-05,-122.406923,37.776783,1947,,Resident,0,Planning Filed,2,4,"-1,873"
3639002,2652 HARRISON ST,Mission,PL Filed,1/11/06,30,Demolition and new construction 30-unit residential building over basement level parking,,Mixed Use,UMU,170,0,0,0,0,0,0,0,2006.0054,,1/11/06,,40-X,UMU,11-Jan-06,-122.41228,37.754996,1706,,Resident,0,Planning Filed,2,30,"-7,250"
3912001,1-25 Division Street,Showpl/Potrero,PL Filed,1/26/06,100,"Demolition of existing 48,720 sq. ft. retail and industrial building and construction of 100 dwelling units, 149 parking spaces, and 19,000 sq. ft. of PDR use. Building would be six-story plus basement at approximately 65 feet in height and 227,000 gross ",,Industrial,PDR-1-G,571,"19,000",0,0,0,0,"19,000",0,2006.0112,,1/26/06,,58-X,PDR-1-D,26-Jan-06,-122.402127,37.769872,2053,,Mixres,0,Planning Filed,2,100,"-35,453"
3725015,938 HOWARD ST,East SoMa,PL Filed,3/27/06,154,"Demolish the existing 25,000 sq. ft. industrial building and construct a 154-unit SRO building, with 6,044 sq. ft. of commercial space, and 27 parking spaces. The new structure would be approximately 84,665 sq. ft., 85-feet in height and eight stories ove",,Mixed Use,MUR,668,"6,044",0,0,0,0,"6,044",0,2006.0437,,3/27/06,,45-X/85-X,MUR,27-Mar-06,-122.406004,37.780854,1801,,Mixres,0,Planning Filed,2,154,"-18,956"
4045006,2121 3rd Street,Central Waterfront,PL Filed,4/11/06,66,"Proposed project would demolish the existing commercial fueling facility and construct 66 dwelling units, 3,500 sq. ft. of retail, and 66 parking spaces. The new structure would be approximately 65 feet in height, six stories, and would total approximatel",,Mixed Use,UMU,558,"3,500",0,0,0,0,"3,500",0,2006.0477,,4/11/06,,68-X,UMU,11-Apr-06,-122.388485,37.762717,2109,,Mixres,0,Planning Filed,2,66,"-5,000"
6935001,1607-1649 Ocean Ave. ,Balboa Park,PL Filed,5/4/06,31,"The proposed project would demolish the five existing commercia buildings and construct a new four-story building containing 31 dwelling units, 23,519 sq. ft., and 58-car underground parking garage. ",,Mixed Use,NCT,54,0,0,0,0,0,0,0,2006.0592,,5/4/06,,45-X,Ocean Avenue NCT,4-May-06,-122.459451,37.724466,2958,,Resident,0,Planning Filed,2,31,"-19,485"
3753140,935 FOLSOM ST,East SoMa,PL Filed,5/25/06,69,"Demolish existing 18,208 sq.ft. industrial structure and construct 69 residential units, 4,400 sq. ft. of retail/ restaurant and 31 parking spaces. The proposed project would be eight-story, with portions of the building at 40 and 85 feet in height and ap",,Mixed Use,MUR,631,"4,400",0,0,0,0,"4,400",0,2006.0241,,5/25/06,,45-X/85-X,MUR,25-May-06,-122.404006,37.779604,1944,,Mixres,0,Planning Filed,2,69,"-13,808"
3753005,205 SHIPLEY ST,East SoMa,PL Filed,5/26/06,51,"Demolition of two existing commercial buildings and construction of a four-story, residential over commercial building, containing 51 residential units, 41 parking spaces, and 6,000 sf of commercial space.",,Mixed Use,MUR,631,"6,000",0,0,0,0,"6,000",0,2006.0679,,5/26/06,,85-X,MUR,26-May-06,-122.402902,37.779577,1941,2,Mixres,0,Planning Filed,2,51,"-11,000"
3534069,25 DOLORES ST,Market Octavia,PL Filed,7/17/06,46,"The proposed project would include the demolition of a vacant auto garage and construct a 46-unit residential building with 29-parking spaces. The building would be four-stories, approximately 40 feet in height and 62,030 sq. ft. ",,Residential,RTO,232,0,0,0,0,0,0,0,2006.0848,,7/17/06,,40-X,RTO,17-Jul-06,-122.426525,37.768713,1499,,Resident,0,Planning Filed,2,46,"-19,037"
3148001,4550 MISSION ST,"South Central, Other",PL Filed,7/19/06,17,"The proposed project would demolish the existing one-story retail building and construct a new four story structure consisting of 17 dwelling units, 6,750 sq. ft. of retail, and 23 parking spaces. The building would be approximately 36,250 sq. ft. and 40 ",,Mixed Use,NC-3,56,"6,750",0,0,0,0,"6,750",0,2006.0861,,7/19/06,,40-X,NC-3,19-Jul-06,-122.434635,37.725128,1436,,Mixres,0,Planning Filed,2,17,"-3,250"
