,BP_date,address,apn,best_date,best_stat,comp_date,con_date,dbi_permit,first_date,first_project_record_date,firstfiled,latest_project_record_date,latest_project_status,project_dates,project_duration_days,project_statuses,report_quarter,report_year,status,units,unitsnet,x,y
1534,,1622 BROADWAY ,0570010,2009-03-12,PL APPROVED,,,,2008-07-22,2009-03-12,2008-07-22,2009-03-12,PL APPROVED,"('2009-03-12',)",,"('PL APPROVED',)",3,2012,Proposed,34.0,34.0,-122.423903,37.795806
15311,,3516 FOLSOM ST,5626013,2013-12-16,BP FILED,,,201312164322.0,2013-09-25,2013-09-25,2013-12-05,2013-12-16,BP FILED,"('2013-09-25', '2013-12-16', '2013-12-16', '2013-12-16', '2013-12-16', '2013-12-16', '2013-12-16', '2013-12-16', '2013-12-16', '2013-12-16', '2013-12-16')",,"('PL FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,2.0,2.0,37.742075878499996,-122.413348
1611,,2829 CALIFORNIA ST,1028028,2012-06-15,CONSTRUCTION,10/01/2012,2012-02-27,2.0071E+11,2007-10-31 07:00:00,2012-02-27,2007-10-31,2012-06-15,CONSTRUCTION,"('2012-02-27', '2012-06-15', '2012-06-15')",1796.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2012,Under Construction,12.0,12.0,-122.44096,37.787871
1542,,1210 SCOTT STREET,0729046,2007-06-08,PL FILED,,,,2007-06-08,2007-06-08,2007-06-08,2007-06-08,PL FILED,"('2007-06-08', '2007-06-08', '2007-06-08')",,"('PL FILED', 'PL FILED', 'PL FILED')",3,2012,Proposed,18.0,18.0,-122.437129,37.780997
14247,,1340 ALABAMA ST,4271008,2015-11-24,CONSTRUCTION,01/01/2016,2014-03-12,201312134188.0,2013-12-13,2013-12-13,2013-12-13,2015-11-24,CONSTRUCTION,"('2013-12-13', '2014-03-12', '2014-03-12', '2014-03-12', '2014-03-12', '2014-03-12', '2014-03-12', '2014-03-12', '2015-11-24')",749.0,"('BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,2.0,1.0,37.7502255371,-122.41100541200001
14768,2013-12-19,1470 MCALLISTER ST,0776035,2015-05-22,CONSTRUCTION,04/01/2016,2015-05-22,201302150317.0,2013-02-15,2013-02-15,2013-02-15,2015-05-22,CONSTRUCTION,"('2013-02-15', '2013-02-15', '2013-02-15', '2013-12-19', '2013-12-19', '2013-12-19', '2013-12-19', '2013-12-19', '2015-05-22', '2015-05-22', '2015-05-22', '2015-05-22', '2015-05-22')",1141.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,3.0,3.0,37.7782758913,-122.436398
14897,,1636 BUSH ST,0665012,2012-03-02,BP FILED,,,201203025301.0,2012-02-28 08:00:00,2012-03-02,2012-02-28,2012-03-02,BP FILED,"('2012-03-02', '2012-03-02', '2012-03-02', '2012-03-02', '2012-03-02', '2012-03-02', '2012-03-02', '2012-03-02', '2012-03-02', '2012-03-02', '2012-03-02', '2012-03-02', '2012-03-02', '2012-03-02', '2012-03-02', '2012-03-02', '2012-03-02')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,1.0,37.7883725262,-122.424292
14614,,1208 15TH AV,1736033,2014-06-06,CONSTRUCTION,04/01/2016,2011-01-26,200605111391.0,2006-05-11 07:00:00,2011-01-26,2006-05-11,2014-06-06,CONSTRUCTION,"('2011-01-26', '2011-01-26', '2012-08-27', '2012-08-27', '2013-01-08', '2013-01-08', '2013-01-08', '2013-10-30', '2014-03-18', '2014-06-06', '2014-06-06', '2014-06-06', '2014-06-06', '2014-06-06', '2014-06-06', '2014-06-06', '2014-06-06')",3612.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,2.0,2.0,37.765250586,-122.47254199999999
15259,2015-09-21,325 CLIPPER ST,6554037,2015-12-18,BP ISSUED,,,201504022624.0,2015-04-02,2015-04-02,2015-04-02,2015-12-18,BP ISSUED,"('2015-04-02', '2015-09-21', '2015-12-18', '2015-12-18')",,"('BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,3.0,1.0,37.748746819299996,-122.43226299999999
10971,,PIER 48,9900048,2013-04-23,PL FILED,,,,2013-04-23,2013-04-23,2013-06-04,2013-04-23,PL FILED,"('2013-04-23', '2013-04-23', '2013-04-23', '2013-04-23', '2013-04-23', '2013-04-23', '2013-04-23', '2013-04-23', '2013-04-23')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",2,2015,Proposed,1500.0,1500.0,37.7757037635,-122.386135109
15255,,3225 LINCOLN WY,1717048,2015-05-20,PL FILED,,,,2015-05-20,2015-05-20,2015-05-20,2015-05-20,PL FILED,"('2015-05-20', '2015-05-20')",,"('PL FILED', 'PL FILED')",1,2016,Proposed,0.0,0.0,37.7644974889,-122.492725
11336,,790 ANDOVER ST,5825031,2015-03-19,CONSTRUCTION,07/01/2015,2015-03-19,200603025881,2015-03-19,2015-03-19,,2015-03-19,CONSTRUCTION,"('2015-03-19',)",104.0,"('CONSTRUCTION',)",2,2015,Under Construction,2.0,2.0,37.7332602758,-122.41720110600001
15678,,81 GLOVER ST,0151029,2013-04-22,BP FILED,,,201304225124.0,2013-04-22,2013-04-22,2013-04-22,2013-04-22,BP FILED,"('2013-04-22', '2013-04-22', '2013-04-22', '2013-04-22', '2013-04-22', '2013-04-22', '2013-04-22', '2013-04-22', '2013-04-22', '2013-04-22', '2013-04-22', '2013-04-22')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,2.0,1.0,37.7969971593,-122.41651399999999
14739,,1415 OCEAN AV,6941063,2008-08-29,BP FILED,,,200808290369.0,2008-08-29,2008-08-29,2008-08-29,2008-08-29,BP FILED,"('2008-08-29', '2008-08-29', '2008-08-29', '2008-08-29', '2008-08-29', '2008-08-29', '2008-08-29', '2008-08-29', '2008-08-29', '2008-08-29', '2008-08-29', '2008-08-29', '2008-08-29', '2008-08-29', '2008-08-29', '2008-08-29', '2008-08-29')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,6.0,6.0,37.7238951768,-122.457594
14922,,1726 - 1730 MISSION ST,3532005,2015-07-14,PL FILED,,,,2014-11-24,2015-07-14,2014-11-24,2015-07-14,PL FILED,"('2015-07-14', '2015-07-14', '2015-07-14')",,"('PL FILED', 'PL FILED', 'PL FILED')",1,2016,Proposed,36.0,36.0,37.7693593026,-122.420399
13257,,1500-1580 MISSION ST,3506002,2015-04-29,PL FILED,,,,2014-10-23,2014-12-18,2014-10-23,2015-04-29,PL FILED,"('2014-12-18', '2015-04-29', '2015-04-29')",,"('PL FILED', 'PL FILED', 'PL FILED')",4,2015,Proposed,550.0,550.0,37.7743348428,-122.41800098600001
15059,,2230 3RD ST,4059001C,2014-03-06,PL FILED,,,,2014-03-06,2014-03-06,2014-03-06,2014-03-06,PL FILED,"('2014-03-06', '2014-03-06')",,"('PL FILED', 'PL FILED')",1,2016,Proposed,37.0,37.0,37.7612470298,-122.38894099999999
15692,,850 LA PLAYA,1691019,2011-06-14,PL FILED,,,,2011-06-14,2011-06-14,2011-06-14,2011-06-14,PL FILED,"('2011-06-14',)",,"('PL FILED',)",1,2016,Proposed,45.0,45.0,37.7723548881,-122.509427
15703,2009-01-26,874 30TH AV,1672018,2009-01-26,BP ISSUED,,,200711289065.0,2007-11-28 08:00:00,2009-01-26,2007-11-28,2009-01-26,BP ISSUED,"('2009-01-26', '2009-01-26', '2009-01-26', '2009-01-26', '2009-01-26', '2009-01-26', '2009-01-26', '2009-01-26', '2009-01-26', '2009-01-26', '2009-01-26', '2009-01-26', '2009-01-26', '2009-01-26', '2009-01-26', '2009-01-26')",,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,2.0,1.0,37.772832711,-122.48925200000001
4978,2013-05-28,915 FLORIDA ST,4145029,2013-08-21,CONSTRUCTION,10/01/2013,2013-08-21,201010183199,2010-10-18,2010-10-18,2010-10-18,2013-08-21,CONSTRUCTION,"('2010-10-18', '2010-10-18', '2010-10-18', '2010-10-18', '2010-10-18', '2013-05-28', '2013-08-21')",1079.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION')",3,2013,Under Construction,2.0,1.0,37.756856899999995,-122.410183
1980,,150 OTIS ST,3513008,2012-10-03,CONSTRUCTION,10/01/2012,2012-03-12,2.01005E+11,2010-05-14 07:00:00,2012-03-12,2010-05-14,2012-10-03,CONSTRUCTION,"('2012-03-12', '2012-07-12', '2012-10-03')",870.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2012,Under Construction,76.0,76.0,-122.42018,37.770913
14997,,203 COTTER ST,6795A029,2015-07-14,PL FILED,,,,2015-07-14,2015-07-14,2015-07-14,2015-07-14,PL FILED,"('2015-07-14', '2015-07-14', '2015-07-14')",,"('PL FILED', 'PL FILED', 'PL FILED')",1,2016,Proposed,0.0,0.0,37.728756637800004,-122.436361
15006,,2070 BRYANT ST,4022001,2014-06-12,PL FILED,,,201406239109.0,2014-06-12,2014-06-12,2014-06-12,2014-06-12,PL FILED,"('2014-06-12', '2014-06-12', '2014-06-12', '2014-06-12', '2014-06-12', '2014-06-12', '2014-06-12', '2014-06-12')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",1,2016,Proposed,274.0,271.0,37.761499537,-122.41058100000001
15589,,645 HARRISON ST,3763105,2015-12-04,BP FILED,,,201511021472.0,2013-10-24,2013-10-24,2013-10-24,2015-12-04,BP FILED,"('2013-10-24', '2013-10-24', '2015-12-04')",,"('PL FILED', 'PL FILED', 'BP FILED')",1,2016,Proposed,0.0,0.0,37.7833825747,-122.39571299999999
14660,,1239 17TH ST,3985027,2013-11-21,BP FILED,,,201311212547.0,2013-11-21,2013-11-21,2013-11-21,2013-11-21,BP FILED,"('2013-11-21', '2013-11-21', '2013-11-21', '2013-11-21', '2013-11-21', '2013-11-21', '2013-11-21', '2013-11-21', '2013-11-21', '2013-11-21')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,5.0,3.0,37.7649140459,-122.39654399999999
15102,2016-02-16,239 MAYNARD ST,5890010,2016-02-16,BP ISSUED,,,201508214997.0,2015-08-21,2015-08-21,2015-08-21,2016-02-16,BP ISSUED,"('2015-08-21', '2015-08-21', '2016-02-16')",,"('BP FILED', 'BP FILED', 'BP ISSUED')",1,2016,Building Permit Approved,2.0,1.0,37.7296642748,-122.425137
15485,,524 HICKORY ST,0829024,2015-01-29,BP FILED,,,201501297021.0,2015-01-29,2015-01-29,2015-01-29,2015-01-29,BP FILED,"('2015-01-29', '2015-01-29', '2015-01-29', '2015-01-29', '2015-01-29')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,1.0,37.7749492313,-122.42859299999999
13650,,35-41 LAFAYETTE ST,3511066,2013-10-21,PL APPROVED,,,,2013-01-31,2013-01-31,2013-01-31,2013-10-21,PL APPROVED,"('2013-01-31', '2013-01-31', '2013-01-31', '2013-10-21', '2013-10-21', '2013-10-21', '2013-10-21', '2013-10-21', '2013-10-21', '2013-10-21', '2013-10-21', '2013-10-21')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",4,2015,Proposed,12.0,4.0,37.7731983994,-122.417172694
15707,,88 ARKANSAS ST,3953002,2016-03-03,PL APPROVED,,,201511021443.0,2015-01-14,2015-03-25,2015-01-14,2016-03-03,PL APPROVED,"('2015-03-25', '2015-03-25', '2015-03-25', '2015-03-25', '2016-03-03')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED')",1,2016,Proposed,127.0,127.0,37.765356133400005,-122.399048
14631,,1192 NAPLES ST,6482021,2016-01-22,BP FILED,,,201601227793.0,2016-01-22,2016-01-22,2016-01-22,2016-01-22,BP FILED,"('2016-01-22',)",,"('BP FILED',)",1,2016,Proposed,2.0,1.0,37.7122429973,-122.437913
15368,,4043 CESAR CHAVEZ ST,6580035,2015-12-21,BP FILED,,,201512215657.0,2015-12-21,2015-12-21,2015-12-21,2015-12-21,BP FILED,"('2015-12-21', '2015-12-21')",,"('BP FILED', 'BP FILED')",1,2016,Proposed,2.0,2.0,37.747261209899996,-122.430226
2170,2007-11-28,580 OAK PARK DR,2676030,2007-11-28,BP ISSUED,,,2.00212E+11,2002-12-04 08:00:00,2007-11-28,2002-12-04,2007-11-28,BP ISSUED,"('2007-11-28', '2007-11-28', '2007-11-28')",,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED')",3,2012,Building Permit Approved,1.0,1.0,-122.460196,37.756322
15726,,915 - 935 MINNA ST,3510058,2016-02-19,BP FILED,,,201602190104.0,2015-03-18,2015-03-25,2015-03-18,2016-02-19,BP FILED,"('2015-03-25', '2015-11-03', '2016-02-19')",,"('PL FILED', 'PL FILED', 'BP FILED')",1,2016,Proposed,44.0,44.0,37.7742867316,-122.4158
14625,,1173 PLYMOUTH AV,6942004,2008-06-11,BP FILED,,,200806114219.0,2008-06-11,2008-06-11,2008-06-11,2008-06-11,BP FILED,"('2008-06-11', '2008-06-11', '2008-06-11', '2008-06-11', '2008-06-11', '2008-06-11', '2008-06-11', '2008-06-11', '2008-06-11', '2008-06-11', '2008-06-11', '2008-06-11', '2008-06-11', '2008-06-11', '2008-06-11', '2008-06-11', '2008-06-11')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,2.0,1.0,37.7233349901,-122.45646299999999
11514,,70 DOUGLASS ST,2625032,2009-03-27,CONSTRUCTION,07/01/2015,2009-03-27,200603035946,2006-03-03,2009-03-27,2006-03-03,2009-03-27,CONSTRUCTION,"('2009-03-27',)",3407.0,"('CONSTRUCTION',)",2,2015,Under Construction,2.0,1.0,37.7627856341,-122.43973549200001
13931,2014-02-19,2724 SAN BRUNO AV,6048002,2014-02-19,BP ISSUED,,,201004069730.0,2009-08-13 07:00:00,2010-04-06,2009-08-13,2014-02-19,BP ISSUED,"('2010-04-06', '2010-04-06', '2010-04-06', '2010-04-06', '2010-04-06', '2010-04-06', '2010-04-06', '2010-04-06', '2014-02-19', '2014-02-19', '2014-02-19', '2014-02-19', '2014-02-19')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",4,2015,Building Permit Approved,3.0,1.0,37.7271828609,-122.403750584
10865,2013-06-24,524 VIENNA ST,6090004,2013-10-17,CONSTRUCTION,04/01/2015,2013-10-17,201010072487,2010-10-07,2010-10-07,,2013-10-17,CONSTRUCTION,"('2010-10-07', '2010-10-07', '2010-10-07', '2010-10-07', '2010-10-07', '2013-06-24', '2013-06-24', '2013-10-17', '2013-10-17', '2013-10-17', '2013-10-17', '2013-10-17', '2013-10-17')",1637.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2015,Under Construction,1.0,1.0,37.7201407647,-122.431000294
5765,,483 BOSWORTH ST,6753063,2008-07-10,BP FILED,,,200807106426,2007-07-26 07:00:00,2008-07-10,2007-07-26,2008-07-10,BP FILED,"('2008-07-10', '2008-07-10', '2008-07-10', '2008-07-10', '2008-07-10', '2008-07-10', '2008-07-10', '2008-07-10')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",4,2013,Proposed,2.0,2.0,37.732896999999994,-122.43160800000001
14841,,1514 25TH AV,1870023,2015-12-17,BP FILED,,,201512175343.0,2015-12-17,2015-12-17,2015-12-17,2015-12-17,BP FILED,"('2015-12-17', '2015-12-17')",,"('BP FILED', 'BP FILED')",1,2016,Proposed,2.0,1.0,37.7592157491,-122.483005
13450,,651 GEARY ST,0318020,2013-02-25,PL FILED,,,,2008-08-15,2008-08-15,2008-08-15,2013-02-25,PL FILED,"('2008-08-15', '2008-08-15', '2008-08-15', '2008-08-15', '2008-08-15', '2008-08-15', '2008-08-15', '2013-02-25', '2013-02-25', '2013-02-25', '2013-02-25', '2013-02-25', '2013-02-25', '2013-02-25', '2013-02-25', '2013-02-25')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",4,2015,Proposed,46.0,46.0,37.7863441501,-122.413955469
10171,,977 NORTH POINT ST,0453011,2011-03-23,BP FILED,,,201103232716,2011-03-23,2011-03-23,,2011-03-23,BP FILED,"('2011-03-23', '2011-03-23', '2011-03-23', '2011-03-23', '2011-03-23', '2011-03-23', '2011-03-23', '2011-03-23', '2011-03-23', '2011-03-23', '2011-03-23', '2011-03-23', '2011-03-23')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2015,Proposed,2.0,1.0,37.8050657876,-122.423139114
15353,2016-02-25,3822 24TH ST,3651018,2016-02-25,BP APPROVED,,,201402219037.0,2014-02-21,2014-02-21,2014-02-21,2016-02-25,BP APPROVED,"('2014-02-21', '2014-02-21', '2014-02-21', '2014-02-21', '2014-02-21', '2014-02-21', '2014-02-21', '2014-02-21', '2016-02-25')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED')",1,2016,Building Permit Approved,5.0,5.0,37.7519013545,-122.428074
14008,2013-12-11,2538 03RD ST,4172006,2015-05-18,CONSTRUCTION,01/01/2016,2014-06-30,201209048832.0,2012-06-28,2012-06-28,2012-09-04,2015-05-18,CONSTRUCTION,"('2012-06-28', '2012-09-04', '2012-09-04', '2012-10-26', '2012-10-26', '2012-10-26', '2013-12-11', '2013-12-11', '2014-06-30', '2014-08-07', '2015-04-01', '2015-05-18', '2015-05-18', '2015-05-18', '2015-05-18')",1282.0,"('PL FILED', 'BP FILED', 'BP FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,1.0,1.0,37.7573913578,-122.38856341299999
15656,,81 LELAND AV,6250030,2015-06-29,BP FILED,,,201506290158.0,2015-06-29,2015-06-29,2015-06-29,2015-06-29,BP FILED,"('2015-06-29', '2015-06-29', '2015-06-29', '2015-06-29')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,4.0,4.0,37.7116224553,-122.40546200000001
14830,,150 VAN NESS AV,0814001,2014-06-13,BP FILED,,,201406138394.0,2013-10-25,2014-04-23,2013-10-25,2014-06-13,BP FILED,"('2014-04-23', '2014-06-13')",,"('PL FILED', 'BP FILED')",1,2016,Proposed,429.0,429.0,37.777300658099996,-122.418295
14696,2015-01-12,1318 HAMPSHIRE ST,4275001A,2015-01-12,BP APPROVED,,,201407312605.0,2014-07-31,2014-07-31,2014-07-31,2015-01-12,BP APPROVED,"('2014-07-31', '2015-01-12', '2015-01-12', '2015-01-12', '2015-01-12', '2015-01-12', '2015-01-12')",,"('BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED')",1,2016,Building Permit Approved,2.0,1.0,37.7509966058,-122.407344
15663,,78 NEY ST,5892032,2016-03-01,BP FILED,,,201603010912.0,2016-03-01,2016-03-01,2016-03-01,2016-03-01,BP FILED,"('2016-03-01',)",,"('BP FILED',)",1,2016,Proposed,2.0,1.0,37.7298182639,-122.428701
10156,2015-03-06,335 RALSTON ST,7003013,2015-06-01,BP ISSUED,,,201408053038,2014-08-05,2014-08-05,,2015-06-01,BP ISSUED,"('2014-08-05', '2015-03-06', '2015-06-01')",,"('BP FILED', 'BP APPROVED', 'BP ISSUED')",1,2015,Building Permit Approved,2.0,1.0,37.7185431968,-122.46921948100001
14824,,834 DIVISADERO ST,1180015,2015-06-24,BP FILED,,,201506249842.0,2014-02-12,2014-02-12,2015-06-24,2015-06-24,BP FILED,"('2014-02-12', '2014-02-12', '2014-02-12', '2015-06-24', '2015-06-24', '2015-06-24', '2015-06-24')",,"('PL FILED', 'PL FILED', 'PL FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,0.0,0.0,37.777436657399996,-122.43796499999999
15440,2014-12-10,5 NAPLES ST,5948026B,2015-11-05,CONSTRUCTION,04/01/2016,2015-05-28,201402249169.0,2014-02-24,2014-02-24,2014-02-24,2015-11-05,CONSTRUCTION,"('2014-02-24', '2014-02-24', '2014-02-24', '2014-12-10', '2015-05-28', '2015-07-09', '2015-10-08', '2015-11-05', '2015-11-05')",767.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,1.0,1.0,37.7283480507,-122.425196
15214,,30 OTIS ST,3505016,2016-01-11,PL FILED,,,,2015-09-28,2016-01-11,2015-09-28,2016-01-11,PL FILED,"('2016-01-11', '2016-01-11')",,"('PL FILED', 'PL FILED')",1,2016,Proposed,354.0,354.0,37.772916914899994,-122.419395
8157,2011-11-08,2322 21ST AV,2349036,2011-11-08,BP ISSUED,,,200806033455,2008-06-03 07:00:00,2011-11-08,2008-06-03,2011-11-08,BP ISSUED,"('2011-11-08', '2011-11-08', '2011-11-08', '2011-11-08', '2011-11-08', '2011-11-08', '2011-11-08', '2011-11-08', '2011-11-08', '2011-11-08', '2011-11-08')",,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",3,2014,Building Permit Approved,2.0,1.0,37.744415999999994,-122.47760900000002
15535,,589 TEXAS ST,4102051,2016-03-22,BP FILED,,,201603222710.0,2016-03-22,2016-03-22,2016-03-22,2016-03-22,BP FILED,"('2016-03-22',)",,"('BP FILED',)",1,2016,Proposed,2.0,2.0,37.758981472399995,-122.394899
15390,,4221 GEARY BL,1538036,2015-03-16,BP FILED,,,201503160999.0,2015-03-16,2015-03-16,2015-03-16,2015-03-16,BP FILED,"('2015-03-16', '2015-03-16', '2015-03-16', '2015-03-16', '2015-03-16')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,3.0,2.0,37.7806907964,-122.46470900000001
11102,,1420 MISSION ST,3507042,2015-03-03,CONSTRUCTION,07/01/2015,2015-03-03,201212216752,2015-03-03,2015-03-03,,2015-03-03,CONSTRUCTION,"('2015-03-03',)",120.0,"('CONSTRUCTION',)",2,2015,Under Construction,167.0,167.0,37.7752826673,-122.41649002
15386,,42 HOMESTEAD ST,6503006,2013-08-12,BP FILED,,,201308124073.0,2013-08-12,2013-08-12,2013-08-12,2013-08-12,BP FILED,"('2013-08-12', '2013-08-12', '2013-08-12', '2013-08-12', '2013-08-12', '2013-08-12', '2013-08-12', '2013-08-12', '2013-08-12', '2013-08-12', '2013-08-12')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,2.0,1.0,37.750245619299996,-122.439799
15682,,813 LYON ST,1150005,2015-05-07,BP FILED,,,201505075705.0,2015-05-07,2015-05-07,2015-05-07,2015-05-07,BP FILED,"('2015-05-07', '2015-05-07', '2015-05-07', '2015-05-07')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,3.0,2.0,37.7785831115,-122.443924
15458,,490 JAMESTOWN AV (BLDG 3),5000001,2015-10-27,BP FILED,,,201510270913.0,2015-10-27,2015-10-27,2015-10-27,2015-10-27,BP FILED,"('2015-10-27',)",,"('BP FILED',)",1,2016,Proposed,71.0,71.0,37.7133440211,-122.385107
15130,,252 16TH AV,1418033,2014-11-04,BP FILED,,,201411040624.0,2014-11-04,2014-11-04,2014-11-04,2014-11-04,BP FILED,"('2014-11-04', '2014-11-04', '2014-11-04', '2014-11-04', '2014-11-04', '2014-11-04')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,2.0,1.0,37.7833280875,-122.474949
