,BP_date,address,apn,best_date,best_stat,con_date,dbi_permit,first_date,first_project_record_date,firstfiled,latest_project_record_date,latest_project_status,project_dates,project_duration_days,project_statuses,report_quarter,report_year,status,unitsnet,x,y
15825,2016-02-08,501 BRANNAN ST,3786038,2016-02-08,BP ISSUED,,,2013-05-20,2013-05-20,2013-05-20,2016-02-08,BP ISSUED,"('2013-05-20', '2013-05-20', '2013-05-20', '2013-05-20', '2013-05-20', '2013-05-20', '2013-05-20', '2013-05-20', '2013-05-20', '2013-05-20', '2013-05-20', '2016-02-08')",994.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'BP ISSUED')",1,2016,Building Permit Approved,0.0,37.7777326188,-122.39668700000001
7578,2012-07-20,740 ILLINOIS ST AND 2121 THIRD ST,4045002,2014-05-23,CONSTRUCTION,2012-11-13,201111179162,2010-02-12 08:00:00,2011-11-17,2010-02-12,2014-05-23,CONSTRUCTION,"('2011-11-17', '2012-07-20', '2012-07-20', '2012-11-13', '2013-04-30', '2013-06-27', '2013-09-10', '2013-12-31', '2014-04-01', '2014-05-23')",918.0,"('BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2014,Under Construction,106.0,37.762685,-122.388248
2178,,750 02ND ST,3794002A,2012-08-20,CONSTRUCTION,2012-03-12,2.00807E+11,2008-05-08 07:00:00,2012-03-12,2008-05-08,2012-08-20,CONSTRUCTION,"('2012-03-12', '2012-06-18', '2012-08-20')",161.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2012,Under Construction,14.0,-122.390208,37.78018
15081,,231 ELLIS ST,0331001A,2013-02-28,PL FILED,,,2009-05-04,2009-05-04,2013-02-28,2013-02-28,PL FILED,"('2009-05-04', '2009-05-04', '2009-05-04', '2009-05-04', '2013-02-28', '2013-02-28', '2013-02-28', '2013-02-28', '2013-02-28', '2013-02-28', '2013-02-28', '2013-02-28', '2013-02-28', '2013-02-28', '2013-02-28', '2013-02-28', '2013-02-28')",1396.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",1,2016,Proposed,4.0,37.7850127314,-122.409948
13298,2015-10-27,706 MISSION ST,3706093,2015-10-27,BP ISSUED,,,2008-09-11,2008-09-11,2012-10-26,2015-10-27,BP ISSUED,"('2008-09-11', '2008-09-11', '2008-09-11', '2012-10-26', '2012-10-26', '2012-10-26', '2013-07-31', '2013-07-31', '2013-07-31', '2013-07-31', '2013-07-31', '2013-07-31', '2013-07-31', '2013-07-31', '2015-10-27', '2015-10-27')",2602.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP ISSUED', 'BP ISSUED')",4,2015,Building Permit Approved,185.0,37.7862060959,-122.40253249
14874,2015-09-16,1594 GOLDEN GATE AV,0753010,2016-03-23,CONSTRUCTION,2016-03-23,,2015-02-24,2015-02-24,2015-02-24,2016-03-23,CONSTRUCTION,"('2015-02-24', '2015-09-16', '2015-09-16', '2016-03-23')",393.0,"('BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION')",1,2016,Under Construction,1.0,37.7792126119,-122.43676799999999
14778,2014-06-06,1936 FOLSOM ST,3552008,2014-06-06,BP APPROVED,,,2013-11-01,2013-11-01,2013-11-01,2014-06-06,BP APPROVED,"('2013-11-01', '2013-11-01', '2014-06-06', '2014-06-06', '2014-06-06', '2014-06-06', '2014-06-06', '2014-06-06', '2014-06-06', '2014-06-06')",217.0,"('BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED')",1,2016,Building Permit Approved,1.0,37.7663134184,-122.41575900000001
9091,,1800 VAN NESS AVE,0619009,2011-10-20,PL APPROVED,,,2011-02-01 08:00:00,2011-10-20,2011-02-01,2011-10-20,PL APPROVED,"('2011-10-20', '2011-10-20', '2011-10-20', '2011-10-20', '2011-10-20', '2011-10-20', '2011-10-20', '2011-10-20', '2011-10-20', '2011-10-20')",0.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",4,2014,Proposed,94.0,37.7925491,-122.4222916
4298,2012-08-09,1123 FOLSOM ST,3755101,2013-01-31,CONSTRUCTION,2013-01-31,201204128157,2011-07-07 07:00:00,2011-10-19,2011-07-07,2013-01-31,CONSTRUCTION,"('2011-10-19', '2012-04-12', '2012-08-09', '2012-08-09', '2013-01-31', '2013-01-31')",470.0,"('PL APPROVED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",2,2013,Under Construction,2.0,37.776089,-122.408244
9178,2012-03-14,2210 MARKET ST,3560001,2012-03-14,BP ISSUED,,,2008-10-02 07:00:00,2012-03-14,2008-11-07,2012-03-14,BP ISSUED,"('2012-03-14', '2012-03-14', '2012-03-14', '2012-03-14', '2012-03-14', '2012-03-14', '2012-03-14', '2012-03-14', '2012-03-14', '2012-03-14', '2012-03-14', '2012-03-14')",0.0,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",4,2014,Building Permit Approved,22.0,37.76624279999999,-122.4307162
2142,2012-10-04,1645-1661 PACIFIC AV,595013,2012-10-04,BP ISSUED,,2.0111E+11,2007-07-25,2012-10-04,2007-07-25,2012-10-04,BP ISSUED,"('2012-10-04',)",0.0,"('BP ISSUED',)",3,2012,Building Permit Approved,38.0,-122.42231699999999,37.794805
15086,,233 - 237 SHIPLEY ST,3753096,2016-02-01,CONSTRUCTION,2016-02-01,,2014-01-24,2016-02-01,2014-01-24,2016-02-01,CONSTRUCTION,"('2016-02-01',)",0.0,"('CONSTRUCTION',)",1,2016,Under Construction,22.0,37.7791316706,-122.403449
4682,2013-02-07,470 33RD AV,1464013B,2013-07-29,CONSTRUCTION,2013-06-21,201207275924,2012-07-27,2012-07-27,2012-07-27,2013-07-29,CONSTRUCTION,"('2012-07-27', '2012-07-27', '2013-02-07', '2013-06-21', '2013-07-29')",367.0,"('BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",3,2013,Under Construction,1.0,37.780327,-122.493024
10196,,1594 GOLDEN GATE AV,753010,2015-02-24,BP FILED,,,,2015-02-24,,2015-02-24,BP FILED,"('2015-02-24',)",0.0,"('BP FILED',)",1,2015,Proposed,1.0,37.7792126128,-122.43676834600001
14631,,1192 NAPLES ST,6482021,2016-01-22,BP FILED,,,2016-01-22,2016-01-22,2016-01-22,2016-01-22,BP FILED,"('2016-01-22',)",0.0,"('BP FILED',)",1,2016,Proposed,1.0,37.7122429973,-122.437913
11120,,98 NORWICH ST,5525018,2008-05-05,BP FILED,,,2007-10-11 07:00:00,2008-05-05,2007-10-11,2008-05-05,BP FILED,"('2008-05-05', '2008-05-05', '2008-05-05', '2008-05-05', '2008-05-05', '2008-05-05', '2008-05-05', '2008-05-05', '2008-05-05', '2008-05-05', '2008-05-05', '2008-05-05', '2008-05-05', '2008-05-05')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2015,Proposed,1.0,37.7451618262,-122.412106279
15088,,2339 41ST AV,2370054,2016-03-15,BP FILED,,,2016-03-15,2016-03-15,2016-03-15,2016-03-15,BP FILED,"('2016-03-15',)",0.0,"('BP FILED',)",1,2016,Proposed,1.0,37.7430332673,-122.49966299999998
15125,,2500 - 2698 TURK ST,1107008,2015-10-01,PL FILED,,,2015-04-29,2015-10-01,2015-04-29,2015-10-01,PL FILED,"('2015-10-01', '2015-10-01')",0.0,"('PL FILED', 'PL FILED')",1,2016,Proposed,5.0,37.7790988371,-122.451448
14935,2014-02-11,176 RANDALL ST,6655030,2014-02-11,BP APPROVED,,,2007-12-26,2007-12-26,2007-12-26,2014-02-11,BP APPROVED,"('2007-12-26', '2007-12-26', '2007-12-26', '2007-12-26', '2007-12-26', '2007-12-26', '2007-12-26', '2007-12-26', '2014-02-11', '2014-02-11', '2014-02-11', '2014-02-11', '2014-02-11', '2014-02-11', '2014-02-11', '2014-02-11', '2014-02-11')",2239.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED')",1,2016,Building Permit Approved,1.0,37.7399317865,-122.42728799999999
15267,,33 POWELL ST,0330004,2016-01-14,CONSTRUCTION,2015-06-12,,2014-10-01,2014-10-01,2014-10-01,2016-01-14,CONSTRUCTION,"('2014-10-01', '2015-06-12', '2015-10-22', '2016-01-14', '2016-01-14')",470.0,"('BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,0.0,37.7848850006,-122.408149
1469,,525 GOLDEN GATE AV,0766001,2010-06-04,CONSTRUCTION,2010-06-04,,2002-04-16 07:00:00,2010-06-04,2002-04-16,2010-06-04,CONSTRUCTION,"('2010-06-04', '2010-06-04')",0.0,"('CONSTRUCTION', 'CONSTRUCTION')",2,2012,Under Construction,,37.781034000000005,-122.41926399999998
13863,,462 CAMBRIDGE ST,5968011,2015-08-07,BP FILED,,,2015-08-07,2015-08-07,2015-08-07,2015-08-07,BP FILED,"('2015-08-07', '2015-08-07')",0.0,"('BP FILED', 'BP FILED')",4,2015,Proposed,1.0,37.725581124,-122.418382439
15123,2015-07-08,2486 FULTON ST,1168025,2016-03-22,BP REINSTATED,,,2014-04-23,2014-04-23,2014-04-23,2016-03-22,BP REINSTATED,"('2014-04-23', '2014-04-23', '2014-04-23', '2014-04-23', '2015-07-08', '2015-07-08', '2015-07-08', '2016-03-22')",699.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP REINSTATED')",1,2016,Building Permit Approved,1.0,37.7745607808,-122.458019
8462,2014-06-30,1551 FRANKLIN ST,0665002,2014-06-30,BP ISSUED,,201106228677,2011-04-25 07:00:00,2011-06-06,2011-04-25,2014-06-30,BP ISSUED,"('2011-06-06', '2011-06-06', '2011-06-06', '2011-06-06', '2011-06-06', '2011-06-06', '2011-06-06', '2014-02-03', '2014-06-30')",1120.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP ISSUED')",3,2014,Building Permit Approved,1.0,37.788965000000005,-122.42398500000002
15003,,2065 QUESADA AV,5335034,2015-05-19,BP FILED,,,2015-05-19,2015-05-19,2015-05-19,2015-05-19,BP FILED,"('2015-05-19', '2015-05-19', '2015-05-19', '2015-05-19')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,37.7369959532,-122.398435
13016,,1515 03RD ST,8721029,2015-08-24,BP FILED,,,2015-08-24,2015-08-24,2015-08-24,2015-08-24,BP FILED,"('2015-08-24',)",0.0,"('BP FILED',)",3,2015,Proposed,0.0,37.769320491100004,-122.388856799
14822,,831 CHENERY ST,6738020,2014-11-04,BP FILED,,,2014-11-04,2014-11-04,2014-11-04,2014-11-04,BP FILED,"('2014-11-04', '2014-11-04', '2014-11-04', '2014-11-04', '2014-11-04', '2014-11-04')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,37.7346702889,-122.436199
15116,,244 30TH ST,6637011,2016-03-04,BP FILED,,,2016-03-04,2016-03-04,2016-03-04,2016-03-04,BP FILED,"('2016-03-04',)",0.0,"('BP FILED',)",1,2016,Proposed,1.0,37.7424133172,-122.42535500000001
14909,,167 HARVARD ST,5909023,2014-10-21,BP FILED,,,2014-10-21,2014-10-21,2014-10-21,2014-10-21,BP FILED,"('2014-10-21', '2014-10-21', '2014-10-21', '2014-10-21', '2014-10-21', '2014-10-21')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,37.7275608239,-122.42072399999999
10164,,835 LOMBARD ST,73020,2009-02-18,BP FILED,,,2009-02-18,2009-02-18,,2009-02-18,BP FILED,"('2009-02-18', '2009-02-18', '2009-02-18')",0.0,"('BP FILED', 'BP FILED', 'BP FILED')",1,2015,Proposed,1.0,37.802261279899994,-122.415252469
10607,,1662-1664 UNION ST,528008,2007-06-25,BP FILED,,,2007-06-19,2007-06-25,2007-06-19,2007-06-25,BP FILED,"('2007-06-25', '2007-06-25', '2007-06-25')",0.0,"('BP FILED', 'BP FILED', 'BP FILED')",1,2015,Proposed,4.0,37.7984930455,-122.426705375
5573,,1401 MARKET ST,3507041,2012-02-23,CONSTRUCTION,2012-02-23,200607207084,2006-05-03 07:00:00,2012-02-23,2006-05-03,2012-02-23,CONSTRUCTION,"('2012-02-23', '2012-02-23', '2012-02-23', '2012-02-23', '2012-02-23', '2012-02-23', '2012-02-23', '2012-02-23')",0.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2013,Under Construction,754.0,37.776308799999995,-122.4178279
12389,,124-126 HAIGHT STREET,0852044,2015-03-26,PL APPROVED,,,2015-01-14,2015-03-26,2015-01-14,2015-03-26,PL APPROVED,"('2015-03-26', '2015-03-26')",0.0,"('PL APPROVED', 'PL APPROVED')",3,2015,Proposed,5.0,37.7731265056,-122.42449215200001
15708,,88 LE CONTE CR,4991264,2014-08-01,BP FILED,,,2014-08-01,2014-08-01,2014-08-01,2014-08-01,BP FILED,"('2014-08-01', '2014-08-01', '2014-08-01', '2014-08-01', '2014-08-01', '2014-08-01', '2014-08-01')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,37.7178867133,-122.39473000000001
15629,2015-03-20,72 CASELLI AV,2691019,2016-03-23,CONSTRUCTION,2015-05-15,,2014-07-14,2014-07-14,2014-07-14,2016-03-23,CONSTRUCTION,"('2014-07-14', '2015-03-20', '2015-05-15', '2015-07-09', '2015-10-21', '2015-12-14', '2016-03-23')",618.0,"('BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,1.0,37.7599367457,-122.440978
7185,,414 VALLEJO ST,133012,2012-12-13,CONSTRUCTION,2012-02-28,200712281517,2007-12-28,2012-02-28,2007-12-28,2012-12-13,CONSTRUCTION,"('2012-02-28', '2012-12-13')",289.0,"('CONSTRUCTION', 'CONSTRUCTION')",2,2014,Under Construction,1.0,37.799307,-122.404422
15140,2015-05-13,259 CLARA ST,3753042,2015-05-13,BP ISSUED,,,2013-05-16,2013-05-16,2013-05-16,2015-05-13,BP ISSUED,"('2013-05-16', '2013-05-16', '2013-05-16', '2013-05-16', '2013-05-16', '2013-05-16', '2013-05-16', '2015-05-13', '2015-05-13', '2015-05-13', '2015-05-13', '2015-05-13')",727.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,8.0,37.778347075999996,-122.40350600000001
9601,2014-03-11,750 27TH STREET,6583010,2014-12-19,CONSTRUCTION,2014-06-20,,2013-04-19,2013-04-19,2013-04-19,2014-12-19,CONSTRUCTION,"('2013-04-19', '2013-04-19', '2013-12-10', '2014-03-11', '2014-06-20', '2014-07-02', '2014-12-19')",609.0,"('PL FILED', 'PL FILED', 'BP FILED', 'BP APPROVED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2014,Under Construction,1.0,37.7463919,-122.43690649999999
13240,,HUNTERS POINT SHIPYARD PHASE II,4884025,2015-10-27,PL APPROVED,,,2007-08-24,2014-04-10,2010-01-11,2015-10-27,PL APPROVED,"('2014-04-10', '2015-10-27')",565.0,"('PL APPROVED', 'PL APPROVED')",4,2015,Proposed,9916.0,37.7193826402,-122.38493438200001
15408,2015-11-05,44 DEL MONTE ST,7031011A,2015-11-05,BP APPROVED,,,2015-04-21,2015-04-21,2015-04-21,2015-11-05,BP APPROVED,"('2015-04-21', '2015-04-21', '2015-11-05', '2015-11-05')",198.0,"('BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED')",1,2016,Building Permit Approved,1.0,37.7161556896,-122.443478
14658,,1238 45TH AV,1706037,2015-10-09,BP FILED,,,2015-10-09,2015-10-09,2015-10-09,2015-10-09,BP FILED,"('2015-10-09', '2015-10-09')",0.0,"('BP FILED', 'BP FILED')",1,2016,Proposed,2.0,37.7634520517,-122.504737
15634,,724 BRANNAN ST,3779132,2015-02-04,BP FILED,,,2015-02-04,2015-02-04,2015-02-04,2015-02-04,BP FILED,"('2015-02-04', '2015-02-04', '2015-02-04', '2015-02-04', '2015-02-04')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,0.0,37.7745141665,-122.402111
1611,,2829 CALIFORNIA ST,1028028,2012-06-15,CONSTRUCTION,2012-02-27,2.0071E+11,2007-10-31 07:00:00,2012-02-27,2007-10-31,2012-06-15,CONSTRUCTION,"('2012-02-27', '2012-06-15', '2012-06-15')",109.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2012,Under Construction,12.0,-122.44096,37.787871
6492,,414 VALLEJO ST,0133012,2012-12-13,CONSTRUCTION,2012-02-28,200712281517,2007-12-28 08:00:00,2012-02-28,2007-12-28,2012-12-13,CONSTRUCTION,"('2012-02-28', '2012-02-28', '2012-11-16', '2012-12-13', '2012-12-13', '2012-12-13', '2012-12-13', '2012-12-13')",289.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2014,Under Construction,1.0,37.799307,-122.404422
13519,,100 VAN NESS AVE (ADDL 18 UNITS),0814020,2014-10-10,BP FILED,,,2014-06-18,2014-10-10,2014-06-18,2014-10-10,BP FILED,"('2014-10-10',)",0.0,"('BP FILED',)",4,2015,Proposed,18.0,37.7767211121,-122.419177325
9179,,2353 LOMBARD ST,0512025,2010-07-29,BP FILED,,,2009-12-29 08:00:00,2010-07-29,2009-12-29,2010-07-29,BP FILED,"('2010-07-29', '2010-07-29', '2010-07-29', '2010-07-29', '2010-07-29', '2010-07-29', '2010-07-29', '2010-07-29', '2010-07-29', '2010-07-29')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",4,2014,Proposed,21.0,37.799036,-122.44013799999999
15413,2015-12-31,442 STAPLES AV,3139013,2015-12-31,BP ISSUED,,,2015-07-24,2015-07-24,2015-07-24,2015-12-31,BP ISSUED,"('2015-07-24', '2015-12-31', '2015-12-31')",160.0,"('BP FILED', 'BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,1.0,37.7293127989,-122.45188300000001
15060,,2231 UNION ST,0539032,2009-10-08,PL APPROVED,,,2009-08-11 07:00:00,2009-10-08,2009-08-11,2009-10-08,PL APPROVED,"('2009-10-08', '2009-10-08', '2009-10-08', '2009-10-08', '2009-10-08', '2009-10-08', '2009-10-08', '2009-10-08', '2009-10-08', '2009-10-08', '2009-10-08', '2009-10-08', '2009-10-08')",0.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",1,2016,Proposed,-1.0,37.796726187800004,-122.43608700000001
14474,,482 BRYANT ST,3763017,2015-11-12,CONSTRUCTION,2015-03-30,,2012-11-08,2012-11-08,2012-11-08,2015-11-12,CONSTRUCTION,"('2012-11-08', '2012-11-08', '2012-11-08', '2012-11-08', '2012-11-08', '2012-11-08', '2012-11-08', '2012-11-08', '2015-03-30', '2015-05-22', '2015-05-22', '2015-05-22', '2015-11-12')",1099.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,0.0,37.7818082777,-122.395622484
15185,,280 BAY SHORE BL,5576001,2009-03-11,BP FILED,,,2009-03-11,2009-03-11,2009-03-11,2009-03-11,BP FILED,"('2009-03-11', '2009-03-11', '2009-03-11', '2009-03-11', '2009-03-11', '2009-03-11', '2009-03-11', '2009-03-11', '2009-03-11', '2009-03-11', '2009-03-11', '2009-03-11', '2009-03-11', '2009-03-11', '2009-03-11', '2009-03-11', '2009-03-11')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,0.0,37.743495295100004,-122.405317
10582,2013-06-20,135 WETMORE ST,212031,2013-06-20,BP REINSTATED,,,2013-06-03,2013-06-20,,2013-06-20,BP REINSTATED,"('2013-06-20', '2013-06-20')",0.0,"('BP REINSTATED', 'BP REINSTATED')",1,2015,Building Permit Approved,5.0,37.7941998905,-122.410648237
4597,2008-04-22,160 14TH ST,3530049,2008-04-22,BP ISSUED,,200710034503,2007-10-03 07:00:00,2008-04-22,2007-10-03,2008-04-22,BP ISSUED,"('2008-04-22', '2008-04-22', '2008-04-22', '2008-04-22', '2008-04-22', '2008-04-22', '2008-04-22')",0.0,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",3,2013,Building Permit Approved,1.0,37.7685532,-122.41695449999999
15766,,990 GEARY ST,0693014,2015-05-07,PL FILED,,,2015-05-07,2015-05-07,2015-05-07,2015-05-07,PL FILED,"('2015-05-07', '2015-05-07', '2015-05-07', '2015-05-07')",0.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",1,2016,Proposed,4.0,37.7861870864,-122.419486
15259,2015-09-21,325 CLIPPER ST,6554037,2015-12-18,BP ISSUED,,,2015-04-02,2015-04-02,2015-04-02,2015-12-18,BP ISSUED,"('2015-04-02', '2015-09-21', '2015-12-18', '2015-12-18')",260.0,"('BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,1.0,37.748746819299996,-122.43226299999999
14691,2014-09-25,1302 YORK ST,4274001,2015-08-25,CONSTRUCTION,2015-07-22,,2013-10-11,2013-10-11,2013-10-11,2015-08-25,CONSTRUCTION,"('2013-10-11', '2013-10-11', '2013-10-11', '2014-09-25', '2014-09-25', '2014-09-25', '2015-07-22', '2015-08-25', '2015-08-25', '2015-08-25')",683.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,1.0,37.7511146781,-122.40825
15200,2013-11-18,287 CRESTA VISTA DR,2993088,2015-04-21,CONSTRUCTION,2015-04-21,,2013-02-06,2013-02-06,2013-02-06,2015-04-21,CONSTRUCTION,"('2013-02-06', '2013-02-06', '2013-02-06', '2013-11-18', '2013-11-18', '2013-11-18', '2013-11-18', '2013-11-18', '2015-04-21', '2015-04-21', '2015-04-21', '2015-04-21')",804.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,1.0,37.7356510126,-122.453629
11490,,2395 DIAMOND ST,7551106,2007-06-15,BP FILED,,,2007-06-15,2007-06-15,2007-10-10,2007-06-15,BP FILED,"('2007-06-15',)",0.0,"('BP FILED',)",2,2015,Proposed,1.0,37.7385188249,-122.43625351600001
8446,2012-10-01,147 SOUTH PARK AV,3775031,2014-09-19,CONSTRUCTION,2013-03-29,201102170507,2010-10-20 07:00:00,2011-02-17,2010-10-20,2014-09-19,CONSTRUCTION,"('2011-02-17', '2011-02-17', '2012-10-01', '2012-10-01', '2013-03-29', '2013-03-29', '2013-09-23', '2013-09-23', '2014-02-27', '2014-06-16', '2014-09-19')",1310.0,"('BP FILED', 'BP FILED', 'BP REINSTATED', 'BP REINSTATED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,1.0,37.781080200000005,-122.39431110000001
14905,2014-06-10,166 WINFIELD ST,5617014,2015-09-23,CONSTRUCTION,2014-08-14,,2011-10-14,2011-10-14,2011-10-14,2015-09-23,CONSTRUCTION,"('2011-10-14', '2013-04-10', '2013-04-10', '2013-04-10', '2013-04-10', '2013-04-10', '2014-06-10', '2014-08-14', '2015-03-04', '2015-03-04', '2015-03-04', '2015-09-23', '2015-09-23', '2015-09-23')",1440.0,"('BP FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,1.0,37.742606924,-122.41873100000001
14511,2015-12-17,100 HOOPER ST,3808003,2015-12-17,BP ISSUED,,,2014-10-23,2014-10-23,2014-10-23,2015-12-17,BP ISSUED,"('2014-10-23', '2014-10-23', '2014-10-23', '2015-12-17')",420.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED')",4,2015,Building Permit Approved,0.0,37.7686867795,-122.399391026
